x_LiConc, GrandPotential, u, -u
0.65300000, 4.74757382, -1.13250000, 1.13250000
0.65350000, 4.74757382, -1.13250000, 1.13250000
0.65400000, 4.74757382, -1.13250000, 1.13250000
0.65450000, 4.74757382, -1.13250000, 1.13250000
0.65500000, 4.74757382, -1.13250000, 1.13250000
0.65550000, 4.74757382, -1.13250000, 1.13250000
0.65600000, 4.74757382, -1.13250000, 1.13250000
0.65650000, 4.74757382, -1.13250000, 1.13250000
0.65700000, 4.74757382, -1.13250000, 1.13250000
0.65750000, 4.74757382, -1.13250000, 1.13250000
0.65800000, 4.74757382, -1.13250000, 1.13250000
0.65850000, 4.74757382, -1.13250000, 1.13250000
0.65900000, 4.74757382, -1.13250000, 1.13250000
0.65950000, 4.74757382, -1.13250000, 1.13250000
0.66000000, 4.74757382, -1.13250000, 1.13250000
0.66050000, 4.74757382, -1.13250000, 1.13250000
0.66100000, 4.74757382, -1.13250000, 1.13250000
0.66150000, 4.74757382, -1.13250000, 1.13250000
0.66200000, 4.74757382, -1.13250000, 1.13250000
0.66250000, 4.74757382, -1.13250000, 1.13250000
0.66300000, 4.74757382, -1.13250000, 1.13250000
0.66350000, 4.74757382, -1.13250000, 1.13250000
0.66400000, 4.74757382, -1.13250000, 1.13250000
0.66450000, 4.74757382, -1.13250000, 1.13250000
0.66500000, 4.74757382, -1.13250000, 1.13250000
0.66550000, 4.74757382, -1.13250000, 1.13250000
0.66600000, 4.74757382, -1.13250000, 1.13250000
0.66650000, 4.74757382, -1.13250000, 1.13250000
0.66700000, 4.74757382, -1.13250000, 1.13250000
0.66750000, 4.74757382, -1.13250000, 1.13250000
0.66800000, 4.74757382, -1.13250000, 1.13250000
0.66850000, 4.74757382, -1.13250000, 1.13250000
0.66900000, 4.74590258, -1.13000000, 1.13000000
0.66950000, 4.74590258, -1.13000000, 1.13000000
0.67000000, 4.74590258, -1.13000000, 1.13000000
0.67050000, 4.74590258, -1.13000000, 1.13000000
0.67100000, 4.74590258, -1.13000000, 1.13000000
0.67150000, 4.74590258, -1.13000000, 1.13000000
0.67200000, 4.74590258, -1.13000000, 1.13000000
0.67250000, 4.74590258, -1.13000000, 1.13000000
0.67300000, 4.74590258, -1.13000000, 1.13000000
0.67350000, 4.74590258, -1.13000000, 1.13000000
0.67400000, 4.74590258, -1.13000000, 1.13000000
0.67450000, 4.74590258, -1.13000000, 1.13000000
0.67500000, 4.74590258, -1.13000000, 1.13000000
0.67550000, 4.74590258, -1.13000000, 1.13000000
0.67600000, 4.74590258, -1.13000000, 1.13000000
0.67650000, 4.74590258, -1.13000000, 1.13000000
0.67700000, 4.74590258, -1.13000000, 1.13000000
0.67750000, 4.74590258, -1.13000000, 1.13000000
0.67800000, 4.74590258, -1.13000000, 1.13000000
0.67850000, 4.74590258, -1.13000000, 1.13000000
0.67900000, 4.74590258, -1.13000000, 1.13000000
0.67950000, 4.74590258, -1.13000000, 1.13000000
0.68000000, 4.74590258, -1.13000000, 1.13000000
0.68050000, 4.74590258, -1.13000000, 1.13000000
0.68100000, 4.74590258, -1.13000000, 1.13000000
0.68150000, 4.74590258, -1.13000000, 1.13000000
0.68200000, 4.74590258, -1.13000000, 1.13000000
0.68250000, 4.74590258, -1.13000000, 1.13000000
0.68300000, 4.74590258, -1.13000000, 1.13000000
0.68350000, 4.74590258, -1.13000000, 1.13000000
0.68400000, 4.74590258, -1.13000000, 1.13000000
0.68450000, 4.74590258, -1.13000000, 1.13000000
0.68500000, 4.74590258, -1.13000000, 1.13000000
0.68550000, 4.74590258, -1.13000000, 1.13000000
0.68600000, 4.74590258, -1.13000000, 1.13000000
0.68650000, 4.74590258, -1.13000000, 1.13000000
0.68700000, 4.74590258, -1.13000000, 1.13000000
0.68750000, 4.74590258, -1.13000000, 1.13000000
0.68800000, 4.74590258, -1.13000000, 1.13000000
0.68850000, 4.74590258, -1.13000000, 1.13000000
0.68900000, 4.74590258, -1.13000000, 1.13000000
0.68950000, 4.74590258, -1.13000000, 1.13000000
0.69000000, 4.74590258, -1.13000000, 1.13000000
0.69050000, 4.74590258, -1.13000000, 1.13000000
0.69100000, 4.74590258, -1.13000000, 1.13000000
0.69150000, 4.74590258, -1.13000000, 1.13000000
0.69200000, 4.74590258, -1.13000000, 1.13000000
0.69250000, 4.74590258, -1.13000000, 1.13000000
0.69300000, 4.74590258, -1.13000000, 1.13000000
0.69350000, 4.74590258, -1.13000000, 1.13000000
0.69400000, 4.74590258, -1.13000000, 1.13000000
0.69450000, 4.74590258, -1.13000000, 1.13000000
0.69500000, 4.74590258, -1.13000000, 1.13000000
0.69550000, 4.74590258, -1.13000000, 1.13000000
0.69600000, 4.74590258, -1.13000000, 1.13000000
0.69650000, 4.74590258, -1.13000000, 1.13000000
0.69700000, 4.74590258, -1.13000000, 1.13000000
0.69750000, 4.74590258, -1.13000000, 1.13000000
0.69800000, 4.74590258, -1.13000000, 1.13000000
0.69850000, 4.74590258, -1.13000000, 1.13000000
0.69900000, 4.74590258, -1.13000000, 1.13000000
0.69950000, 4.74590258, -1.13000000, 1.13000000
0.70000000, 4.74590258, -1.13000000, 1.13000000
0.70050000, 4.74590258, -1.13000000, 1.13000000
0.70100000, 4.74590258, -1.13000000, 1.13000000
0.70150000, 4.74590258, -1.13000000, 1.13000000
0.70200000, 4.74590258, -1.13000000, 1.13000000
0.70250000, 4.74590258, -1.13000000, 1.13000000
0.70300000, 4.74590258, -1.13000000, 1.13000000
0.70350000, 4.74590258, -1.13000000, 1.13000000
0.70400000, 4.74590258, -1.13000000, 1.13000000
0.70450000, 4.74590258, -1.13000000, 1.13000000
0.70500000, 4.74590258, -1.13000000, 1.13000000
0.70550000, 4.74590258, -1.13000000, 1.13000000
0.70600000, 4.74590258, -1.13000000, 1.13000000
0.70650000, 4.74590258, -1.13000000, 1.13000000
0.70700000, 4.74590258, -1.13000000, 1.13000000
0.70750000, 4.74590258, -1.13000000, 1.13000000
0.70800000, 4.74590258, -1.13000000, 1.13000000
0.70850000, 4.74590258, -1.13000000, 1.13000000
0.70900000, 4.74590258, -1.13000000, 1.13000000
0.70950000, 4.74590258, -1.13000000, 1.13000000
0.71000000, 4.74412885, -1.12750000, 1.12750000
0.71050000, 4.74412885, -1.12750000, 1.12750000
0.71100000, 4.74412885, -1.12750000, 1.12750000
0.71150000, 4.74412885, -1.12750000, 1.12750000
0.71200000, 4.74412885, -1.12750000, 1.12750000
0.71250000, 4.74412885, -1.12750000, 1.12750000
0.71300000, 4.74412885, -1.12750000, 1.12750000
0.71350000, 4.74412885, -1.12750000, 1.12750000
0.71400000, 4.74412885, -1.12750000, 1.12750000
0.71450000, 4.74412885, -1.12750000, 1.12750000
0.71500000, 4.74412885, -1.12750000, 1.12750000
0.71550000, 4.74412885, -1.12750000, 1.12750000
0.71600000, 4.74412885, -1.12750000, 1.12750000
0.71650000, 4.74412885, -1.12750000, 1.12750000
0.71700000, 4.74412885, -1.12750000, 1.12750000
0.71750000, 4.74412885, -1.12750000, 1.12750000
0.71800000, 4.74412885, -1.12750000, 1.12750000
0.71850000, 4.74412885, -1.12750000, 1.12750000
0.71900000, 4.74412885, -1.12750000, 1.12750000
0.71950000, 4.74412885, -1.12750000, 1.12750000
0.72000000, 4.74412885, -1.12750000, 1.12750000
0.72050000, 4.74412885, -1.12750000, 1.12750000
0.72100000, 4.74412885, -1.12750000, 1.12750000
0.72150000, 4.74412885, -1.12750000, 1.12750000
0.72200000, 4.74412885, -1.12750000, 1.12750000
0.72250000, 4.74412885, -1.12750000, 1.12750000
0.72300000, 4.74412885, -1.12750000, 1.12750000
0.72350000, 4.74412885, -1.12750000, 1.12750000
0.72400000, 4.74412885, -1.12750000, 1.12750000
0.72450000, 4.74412885, -1.12750000, 1.12750000
0.72500000, 4.74412885, -1.12750000, 1.12750000
0.72550000, 4.74412885, -1.12750000, 1.12750000
0.72600000, 4.74412885, -1.12750000, 1.12750000
0.72650000, 4.74412885, -1.12750000, 1.12750000
0.72700000, 4.74412885, -1.12750000, 1.12750000
0.72750000, 4.74412885, -1.12750000, 1.12750000
0.72800000, 4.74412885, -1.12750000, 1.12750000
0.72850000, 4.74412885, -1.12750000, 1.12750000
0.72900000, 4.74412885, -1.12750000, 1.12750000
0.72950000, 4.74412885, -1.12750000, 1.12750000
0.73000000, 4.74412885, -1.12750000, 1.12750000
0.73050000, 4.74412885, -1.12750000, 1.12750000
0.73100000, 4.74412885, -1.12750000, 1.12750000
0.73150000, 4.74412885, -1.12750000, 1.12750000
0.73200000, 4.74412885, -1.12750000, 1.12750000
0.73250000, 4.74412885, -1.12750000, 1.12750000
0.73300000, 4.74412885, -1.12750000, 1.12750000
0.73350000, 4.74412885, -1.12750000, 1.12750000
0.73400000, 4.74412885, -1.12750000, 1.12750000
0.73450000, 4.74412885, -1.12750000, 1.12750000
0.73500000, 4.74412885, -1.12750000, 1.12750000
0.73550000, 4.74412885, -1.12750000, 1.12750000
0.73600000, 4.74412885, -1.12750000, 1.12750000
0.73650000, 4.74412885, -1.12750000, 1.12750000
0.73700000, 4.74412885, -1.12750000, 1.12750000
0.73750000, 4.74412885, -1.12750000, 1.12750000
0.73800000, 4.74412885, -1.12750000, 1.12750000
0.73850000, 4.74412885, -1.12750000, 1.12750000
0.73900000, 4.74412885, -1.12750000, 1.12750000
0.73950000, 4.74412885, -1.12750000, 1.12750000
0.74000000, 4.74412885, -1.12750000, 1.12750000
0.74050000, 4.74412885, -1.12750000, 1.12750000
0.74100000, 4.74412885, -1.12750000, 1.12750000
0.74150000, 4.74412885, -1.12750000, 1.12750000
0.74200000, 4.74412885, -1.12750000, 1.12750000
0.74250000, 4.74412885, -1.12750000, 1.12750000
0.74300000, 4.74412885, -1.12750000, 1.12750000
0.74350000, 4.74412885, -1.12750000, 1.12750000
0.74400000, 4.74412885, -1.12750000, 1.12750000
0.74450000, 4.74412885, -1.12750000, 1.12750000
0.74500000, 4.74412885, -1.12750000, 1.12750000
0.74550000, 4.74412885, -1.12750000, 1.12750000
0.74600000, 4.74412885, -1.12750000, 1.12750000
0.74650000, 4.74412885, -1.12750000, 1.12750000
0.74700000, 4.74412885, -1.12750000, 1.12750000
0.74750000, 4.74412885, -1.12750000, 1.12750000
0.74800000, 4.74412885, -1.12750000, 1.12750000
0.74850000, 4.74412885, -1.12750000, 1.12750000
0.74900000, 4.74412885, -1.12750000, 1.12750000
0.74950000, 4.74412885, -1.12750000, 1.12750000
0.75000000, 4.74412885, -1.12750000, 1.12750000
0.75050000, 4.74412885, -1.12750000, 1.12750000
0.75100000, 4.74412885, -1.12750000, 1.12750000
0.75150000, 4.74412885, -1.12750000, 1.12750000
0.75200000, 4.74412885, -1.12750000, 1.12750000
0.75250000, 4.74412885, -1.12750000, 1.12750000
0.75300000, 4.74412885, -1.12750000, 1.12750000
0.75350000, 4.74224611, -1.12500000, 1.12500000
0.75400000, 4.74224611, -1.12500000, 1.12500000
0.75450000, 4.74224611, -1.12500000, 1.12500000
0.75500000, 4.74224611, -1.12500000, 1.12500000
0.75550000, 4.74224611, -1.12500000, 1.12500000
0.75600000, 4.74224611, -1.12500000, 1.12500000
0.75650000, 4.74224611, -1.12500000, 1.12500000
0.75700000, 4.74224611, -1.12500000, 1.12500000
0.75750000, 4.74224611, -1.12500000, 1.12500000
0.75800000, 4.74224611, -1.12500000, 1.12500000
0.75850000, 4.74224611, -1.12500000, 1.12500000
0.75900000, 4.74224611, -1.12500000, 1.12500000
0.75950000, 4.74224611, -1.12500000, 1.12500000
0.76000000, 4.74224611, -1.12500000, 1.12500000
0.76050000, 4.74224611, -1.12500000, 1.12500000
0.76100000, 4.74224611, -1.12500000, 1.12500000
0.76150000, 4.74224611, -1.12500000, 1.12500000
0.76200000, 4.74224611, -1.12500000, 1.12500000
0.76250000, 4.74224611, -1.12500000, 1.12500000
0.76300000, 4.74224611, -1.12500000, 1.12500000
0.76350000, 4.74224611, -1.12500000, 1.12500000
0.76400000, 4.74224611, -1.12500000, 1.12500000
0.76450000, 4.74224611, -1.12500000, 1.12500000
0.76500000, 4.74224611, -1.12500000, 1.12500000
0.76550000, 4.74224611, -1.12500000, 1.12500000
0.76600000, 4.74224611, -1.12500000, 1.12500000
0.76650000, 4.74224611, -1.12500000, 1.12500000
0.76700000, 4.74224611, -1.12500000, 1.12500000
0.76750000, 4.74224611, -1.12500000, 1.12500000
0.76800000, 4.74224611, -1.12500000, 1.12500000
0.76850000, 4.74224611, -1.12500000, 1.12500000
0.76900000, 4.74224611, -1.12500000, 1.12500000
0.76950000, 4.74224611, -1.12500000, 1.12500000
0.77000000, 4.74224611, -1.12500000, 1.12500000
0.77050000, 4.74224611, -1.12500000, 1.12500000
0.77100000, 4.74224611, -1.12500000, 1.12500000
0.77150000, 4.74224611, -1.12500000, 1.12500000
0.77200000, 4.74224611, -1.12500000, 1.12500000
0.77250000, 4.74224611, -1.12500000, 1.12500000
0.77300000, 4.74224611, -1.12500000, 1.12500000
0.77350000, 4.74224611, -1.12500000, 1.12500000
0.77400000, 4.74224611, -1.12500000, 1.12500000
0.77450000, 4.74224611, -1.12500000, 1.12500000
0.77500000, 4.74224611, -1.12500000, 1.12500000
0.77550000, 4.74224611, -1.12500000, 1.12500000
0.77600000, 4.74224611, -1.12500000, 1.12500000
0.77650000, 4.74224611, -1.12500000, 1.12500000
0.77700000, 4.74224611, -1.12500000, 1.12500000
0.77750000, 4.74224611, -1.12500000, 1.12500000
0.77800000, 4.74224611, -1.12500000, 1.12500000
0.77850000, 4.74224611, -1.12500000, 1.12500000
0.77900000, 4.74224611, -1.12500000, 1.12500000
0.77950000, 4.74224611, -1.12500000, 1.12500000
0.78000000, 4.74224611, -1.12500000, 1.12500000
0.78050000, 4.74224611, -1.12500000, 1.12500000
0.78100000, 4.74224611, -1.12500000, 1.12500000
0.78150000, 4.74224611, -1.12500000, 1.12500000
0.78200000, 4.74224611, -1.12500000, 1.12500000
0.78250000, 4.74224611, -1.12500000, 1.12500000
0.78300000, 4.74224611, -1.12500000, 1.12500000
0.78350000, 4.74224611, -1.12500000, 1.12500000
0.78400000, 4.74224611, -1.12500000, 1.12500000
0.78450000, 4.74224611, -1.12500000, 1.12500000
0.78500000, 4.74224611, -1.12500000, 1.12500000
0.78550000, 4.74224611, -1.12500000, 1.12500000
0.78600000, 4.74224611, -1.12500000, 1.12500000
0.78650000, 4.74224611, -1.12500000, 1.12500000
0.78700000, 4.74224611, -1.12500000, 1.12500000
0.78750000, 4.74224611, -1.12500000, 1.12500000
0.78800000, 4.74224611, -1.12500000, 1.12500000
0.78850000, 4.74224611, -1.12500000, 1.12500000
0.78900000, 4.74224611, -1.12500000, 1.12500000
0.78950000, 4.74224611, -1.12500000, 1.12500000
0.79000000, 4.74224611, -1.12500000, 1.12500000
0.79050000, 4.74224611, -1.12500000, 1.12500000
0.79100000, 4.74224611, -1.12500000, 1.12500000
0.79150000, 4.74224611, -1.12500000, 1.12500000
0.79200000, 4.74224611, -1.12500000, 1.12500000
0.79250000, 4.74224611, -1.12500000, 1.12500000
0.79300000, 4.74224611, -1.12500000, 1.12500000
0.79350000, 4.74224611, -1.12500000, 1.12500000
0.79400000, 4.74224611, -1.12500000, 1.12500000
0.79450000, 4.74224611, -1.12500000, 1.12500000
0.79500000, 4.74224611, -1.12500000, 1.12500000
0.79550000, 4.74224611, -1.12500000, 1.12500000
0.79600000, 4.74224611, -1.12500000, 1.12500000
0.79650000, 4.74025442, -1.12250000, 1.12250000
0.79700000, 4.74025442, -1.12250000, 1.12250000
0.79750000, 4.74025442, -1.12250000, 1.12250000
0.79800000, 4.74025442, -1.12250000, 1.12250000
0.79850000, 4.74025442, -1.12250000, 1.12250000
0.79900000, 4.74025442, -1.12250000, 1.12250000
0.79950000, 4.74025442, -1.12250000, 1.12250000
0.80000000, 4.74025442, -1.12250000, 1.12250000
0.80050000, 4.74025442, -1.12250000, 1.12250000
0.80100000, 4.74025442, -1.12250000, 1.12250000
0.80150000, 4.74025442, -1.12250000, 1.12250000
0.80200000, 4.74025442, -1.12250000, 1.12250000
0.80250000, 4.74025442, -1.12250000, 1.12250000
0.80300000, 4.74025442, -1.12250000, 1.12250000
0.80350000, 4.74025442, -1.12250000, 1.12250000
0.80400000, 4.74025442, -1.12250000, 1.12250000
0.80450000, 4.74025442, -1.12250000, 1.12250000
0.80500000, 4.74025442, -1.12250000, 1.12250000
0.80550000, 4.74025442, -1.12250000, 1.12250000
0.80600000, 4.74025442, -1.12250000, 1.12250000
0.80650000, 4.74025442, -1.12250000, 1.12250000
0.80700000, 4.74025442, -1.12250000, 1.12250000
0.80750000, 4.74025442, -1.12250000, 1.12250000
0.80800000, 4.74025442, -1.12250000, 1.12250000
0.80850000, 4.74025442, -1.12250000, 1.12250000
0.80900000, 4.74025442, -1.12250000, 1.12250000
0.80950000, 4.74025442, -1.12250000, 1.12250000
0.81000000, 4.74025442, -1.12250000, 1.12250000
0.81050000, 4.74025442, -1.12250000, 1.12250000
0.81100000, 4.74025442, -1.12250000, 1.12250000
0.81150000, 4.74025442, -1.12250000, 1.12250000
0.81200000, 4.74025442, -1.12250000, 1.12250000
0.81250000, 4.74025442, -1.12250000, 1.12250000
0.81300000, 4.74025442, -1.12250000, 1.12250000
0.81350000, 4.74025442, -1.12250000, 1.12250000
0.81400000, 4.74025442, -1.12250000, 1.12250000
0.81450000, 4.74025442, -1.12250000, 1.12250000
0.81500000, 4.74025442, -1.12250000, 1.12250000
0.81550000, 4.74025442, -1.12250000, 1.12250000
0.81600000, 4.74025442, -1.12250000, 1.12250000
0.81650000, 4.74025442, -1.12250000, 1.12250000
0.81700000, 4.74025442, -1.12250000, 1.12250000
0.81750000, 4.74025442, -1.12250000, 1.12250000
0.81800000, 4.74025442, -1.12250000, 1.12250000
0.81850000, 4.74025442, -1.12250000, 1.12250000
0.81900000, 4.74025442, -1.12250000, 1.12250000
0.81950000, 4.74025442, -1.12250000, 1.12250000
0.82000000, 4.74025442, -1.12250000, 1.12250000
0.82050000, 4.74025442, -1.12250000, 1.12250000
0.82100000, 4.74025442, -1.12250000, 1.12250000
0.82150000, 4.74025442, -1.12250000, 1.12250000
0.82200000, 4.74025442, -1.12250000, 1.12250000
0.82250000, 4.74025442, -1.12250000, 1.12250000
0.82300000, 4.74025442, -1.12250000, 1.12250000
0.82350000, 4.74025442, -1.12250000, 1.12250000
0.82400000, 4.74025442, -1.12250000, 1.12250000
0.82450000, 4.74025442, -1.12250000, 1.12250000
0.82500000, 4.74025442, -1.12250000, 1.12250000
0.82550000, 4.74025442, -1.12250000, 1.12250000
0.82600000, 4.74025442, -1.12250000, 1.12250000
0.82650000, 4.74025442, -1.12250000, 1.12250000
0.82700000, 4.74025442, -1.12250000, 1.12250000
0.82750000, 4.74025442, -1.12250000, 1.12250000
0.82800000, 4.74025442, -1.12250000, 1.12250000
0.82850000, 4.74025442, -1.12250000, 1.12250000
0.82900000, 4.74025442, -1.12250000, 1.12250000
0.82950000, 4.74025442, -1.12250000, 1.12250000
0.83000000, 4.74025442, -1.12250000, 1.12250000
0.83050000, 4.74025442, -1.12250000, 1.12250000
0.83100000, 4.74025442, -1.12250000, 1.12250000
0.83150000, 4.74025442, -1.12250000, 1.12250000
0.83200000, 4.74025442, -1.12250000, 1.12250000
0.83250000, 4.74025442, -1.12250000, 1.12250000
0.83300000, 4.74025442, -1.12250000, 1.12250000
0.83350000, 4.74025442, -1.12250000, 1.12250000
0.83400000, 4.74025442, -1.12250000, 1.12250000
0.83450000, 4.74025442, -1.12250000, 1.12250000
0.83500000, 4.74025442, -1.12250000, 1.12250000
0.83550000, 4.74025442, -1.12250000, 1.12250000
0.83600000, 4.74025442, -1.12250000, 1.12250000
0.83650000, 4.74025442, -1.12250000, 1.12250000
0.83700000, 4.74025442, -1.12250000, 1.12250000
0.83750000, 4.73816040, -1.12000000, 1.12000000
0.83800000, 4.73816040, -1.12000000, 1.12000000
0.83850000, 4.73816040, -1.12000000, 1.12000000
0.83900000, 4.73816040, -1.12000000, 1.12000000
0.83950000, 4.73816040, -1.12000000, 1.12000000
0.84000000, 4.73816040, -1.12000000, 1.12000000
0.84050000, 4.73816040, -1.12000000, 1.12000000
0.84100000, 4.73816040, -1.12000000, 1.12000000
0.84150000, 4.73816040, -1.12000000, 1.12000000
0.84200000, 4.73816040, -1.12000000, 1.12000000
0.84250000, 4.73816040, -1.12000000, 1.12000000
0.84300000, 4.73816040, -1.12000000, 1.12000000
0.84350000, 4.73816040, -1.12000000, 1.12000000
0.84400000, 4.73816040, -1.12000000, 1.12000000
0.84450000, 4.73816040, -1.12000000, 1.12000000
0.84500000, 4.73816040, -1.12000000, 1.12000000
0.84550000, 4.73816040, -1.12000000, 1.12000000
0.84600000, 4.73816040, -1.12000000, 1.12000000
0.84650000, 4.73816040, -1.12000000, 1.12000000
0.84700000, 4.73816040, -1.12000000, 1.12000000
0.84750000, 4.73816040, -1.12000000, 1.12000000
0.84800000, 4.73816040, -1.12000000, 1.12000000
0.84850000, 4.73816040, -1.12000000, 1.12000000
0.84900000, 4.73816040, -1.12000000, 1.12000000
0.84950000, 4.73816040, -1.12000000, 1.12000000
0.85000000, 4.73816040, -1.12000000, 1.12000000
0.85050000, 4.73816040, -1.12000000, 1.12000000
0.85100000, 4.73816040, -1.12000000, 1.12000000
0.85150000, 4.73816040, -1.12000000, 1.12000000
0.85200000, 4.73816040, -1.12000000, 1.12000000
0.85250000, 4.73816040, -1.12000000, 1.12000000
0.85300000, 4.73816040, -1.12000000, 1.12000000
0.85350000, 4.73816040, -1.12000000, 1.12000000
0.85400000, 4.73816040, -1.12000000, 1.12000000
0.85450000, 4.73816040, -1.12000000, 1.12000000
0.85500000, 4.73816040, -1.12000000, 1.12000000
0.85550000, 4.73816040, -1.12000000, 1.12000000
0.85600000, 4.73816040, -1.12000000, 1.12000000
0.85650000, 4.73816040, -1.12000000, 1.12000000
0.85700000, 4.73816040, -1.12000000, 1.12000000
0.85750000, 4.73816040, -1.12000000, 1.12000000
0.85800000, 4.73816040, -1.12000000, 1.12000000
0.85850000, 4.73816040, -1.12000000, 1.12000000
0.85900000, 4.73816040, -1.12000000, 1.12000000
0.85950000, 4.73816040, -1.12000000, 1.12000000
0.86000000, 4.73816040, -1.12000000, 1.12000000
0.86050000, 4.73816040, -1.12000000, 1.12000000
0.86100000, 4.73816040, -1.12000000, 1.12000000
0.86150000, 4.73816040, -1.12000000, 1.12000000
0.86200000, 4.73816040, -1.12000000, 1.12000000
0.86250000, 4.73816040, -1.12000000, 1.12000000
0.86300000, 4.73816040, -1.12000000, 1.12000000
0.86350000, 4.73816040, -1.12000000, 1.12000000
0.86400000, 4.73816040, -1.12000000, 1.12000000
0.86450000, 4.73816040, -1.12000000, 1.12000000
0.86500000, 4.73816040, -1.12000000, 1.12000000
0.86550000, 4.73816040, -1.12000000, 1.12000000
0.86600000, 4.73816040, -1.12000000, 1.12000000
0.86650000, 4.73816040, -1.12000000, 1.12000000
0.86700000, 4.73816040, -1.12000000, 1.12000000
0.86750000, 4.73816040, -1.12000000, 1.12000000
0.86800000, 4.73816040, -1.12000000, 1.12000000
0.86850000, 4.73816040, -1.12000000, 1.12000000
0.86900000, 4.73816040, -1.12000000, 1.12000000
0.86950000, 4.73816040, -1.12000000, 1.12000000
0.87000000, 4.73816040, -1.12000000, 1.12000000
0.87050000, 4.73816040, -1.12000000, 1.12000000
0.87100000, 4.73816040, -1.12000000, 1.12000000
0.87150000, 4.73816040, -1.12000000, 1.12000000
0.87200000, 4.73816040, -1.12000000, 1.12000000
0.87250000, 4.73816040, -1.12000000, 1.12000000
0.87300000, 4.73816040, -1.12000000, 1.12000000
0.87350000, 4.73597569, -1.11750000, 1.11750000
0.87400000, 4.73597569, -1.11750000, 1.11750000
0.87450000, 4.73597569, -1.11750000, 1.11750000
0.87500000, 4.73597569, -1.11750000, 1.11750000
0.87550000, 4.73597569, -1.11750000, 1.11750000
0.87600000, 4.73597569, -1.11750000, 1.11750000
0.87650000, 4.73597569, -1.11750000, 1.11750000
0.87700000, 4.73597569, -1.11750000, 1.11750000
0.87750000, 4.73597569, -1.11750000, 1.11750000
0.87800000, 4.73597569, -1.11750000, 1.11750000
0.87850000, 4.73597569, -1.11750000, 1.11750000
0.87900000, 4.73597569, -1.11750000, 1.11750000
0.87950000, 4.73597569, -1.11750000, 1.11750000
0.88000000, 4.73597569, -1.11750000, 1.11750000
0.88050000, 4.73597569, -1.11750000, 1.11750000
0.88100000, 4.73597569, -1.11750000, 1.11750000
0.88150000, 4.73597569, -1.11750000, 1.11750000
0.88200000, 4.73597569, -1.11750000, 1.11750000
0.88250000, 4.73597569, -1.11750000, 1.11750000
0.88300000, 4.73597569, -1.11750000, 1.11750000
0.88350000, 4.73597569, -1.11750000, 1.11750000
0.88400000, 4.73597569, -1.11750000, 1.11750000
0.88450000, 4.73597569, -1.11750000, 1.11750000
0.88500000, 4.73597569, -1.11750000, 1.11750000
0.88550000, 4.73597569, -1.11750000, 1.11750000
0.88600000, 4.73597569, -1.11750000, 1.11750000
0.88650000, 4.73597569, -1.11750000, 1.11750000
0.88700000, 4.73597569, -1.11750000, 1.11750000
0.88750000, 4.73597569, -1.11750000, 1.11750000
0.88800000, 4.73597569, -1.11750000, 1.11750000
0.88850000, 4.73597569, -1.11750000, 1.11750000
0.88900000, 4.73597569, -1.11750000, 1.11750000
0.88950000, 4.73597569, -1.11750000, 1.11750000
0.89000000, 4.73597569, -1.11750000, 1.11750000
0.89050000, 4.73597569, -1.11750000, 1.11750000
0.89100000, 4.73597569, -1.11750000, 1.11750000
0.89150000, 4.73597569, -1.11750000, 1.11750000
0.89200000, 4.73597569, -1.11750000, 1.11750000
0.89250000, 4.73597569, -1.11750000, 1.11750000
0.89300000, 4.73597569, -1.11750000, 1.11750000
0.89350000, 4.73597569, -1.11750000, 1.11750000
0.89400000, 4.73597569, -1.11750000, 1.11750000
0.89450000, 4.73597569, -1.11750000, 1.11750000
0.89500000, 4.73597569, -1.11750000, 1.11750000
0.89550000, 4.73597569, -1.11750000, 1.11750000
0.89600000, 4.73597569, -1.11750000, 1.11750000
0.89650000, 4.73597569, -1.11750000, 1.11750000
0.89700000, 4.73597569, -1.11750000, 1.11750000
0.89750000, 4.73597569, -1.11750000, 1.11750000
0.89800000, 4.73597569, -1.11750000, 1.11750000
0.89850000, 4.73597569, -1.11750000, 1.11750000
0.89900000, 4.73597569, -1.11750000, 1.11750000
0.89950000, 4.73597569, -1.11750000, 1.11750000
0.90000000, 4.73597569, -1.11750000, 1.11750000
0.90050000, 4.73597569, -1.11750000, 1.11750000
0.90100000, 4.73597569, -1.11750000, 1.11750000
0.90150000, 4.73597569, -1.11750000, 1.11750000
0.90200000, 4.73597569, -1.11750000, 1.11750000
0.90250000, 4.73597569, -1.11750000, 1.11750000
0.90300000, 4.73597569, -1.11750000, 1.11750000
0.90350000, 4.73597569, -1.11750000, 1.11750000
0.90400000, 4.73371471, -1.11500000, 1.11500000
0.90450000, 4.73371471, -1.11500000, 1.11500000
0.90500000, 4.73371471, -1.11500000, 1.11500000
0.90550000, 4.73371471, -1.11500000, 1.11500000
0.90600000, 4.73371471, -1.11500000, 1.11500000
0.90650000, 4.73371471, -1.11500000, 1.11500000
0.90700000, 4.73371471, -1.11500000, 1.11500000
0.90750000, 4.73371471, -1.11500000, 1.11500000
0.90800000, 4.73371471, -1.11500000, 1.11500000
0.90850000, 4.73371471, -1.11500000, 1.11500000
0.90900000, 4.73371471, -1.11500000, 1.11500000
0.90950000, 4.73371471, -1.11500000, 1.11500000
0.91000000, 4.73371471, -1.11500000, 1.11500000
0.91050000, 4.73371471, -1.11500000, 1.11500000
0.91100000, 4.73371471, -1.11500000, 1.11500000
