taskid,energy,Gnorm,a,b,c,alpha,beta,gamma,V,Static_xx,Static_yy,Static_zz,ε0,HighFreq_xx,HighFreq_yy,HighFreq_zz,ε∞,Bulk0,Shear0,Young0,C11,C12,C44,V_La_avg,V_Ce_avg,V_O_avg,Weight,Wi
766,-16775.67551864,0.00000027,19.482923,20.152446,19.041907,90.166419,90.105422,90.071504,7476.346206,6.758562,22.46184,22.82009,22.73568,22.67253666666667,4.14797,4.15761,4.12569,4.143756666666666,156.42980,69.10993,171.36243,244.0494,108.3038,78.8941,-29.608843350000008,-40.048666183333324,21.52904676666666,1.0362582918694027e-81,1.0362580560545503e-81
7660,-16773.75871315,0.00004086,19.428512,20.237763,19.045672,89.869960,90.165123,89.589721,7488.317621,6.747757,22.76996,22.76652,22.23119,22.589223333333333,4.15437,4.10701,4.11655,4.125976666666666,153.09662,67.87227,169.14165,238.4382,103.7728,75.3220,0,-40.02288920833335,0,6.52458718189377e-114,6.524585697134058e-114
7661,-16771.29900190,0.00000033,19.390349,20.181417,19.097515,89.827943,90.127292,89.728383,7473.193607,6.761413,22.85762,22.62903,22.44056,22.642403333333334,4.12691,4.11429,4.13102,4.124073333333333,152.34482,66.73157,169.26928,242.9239,107.9822,75.8432,-29.54858618333335,0,21.538257460606072,3.1133124279066308e-155,3.1133117194294913e-155
7662,-16774.71474906,0.00000011,19.479405,20.130022,19.029229,90.417609,89.834891,90.255181,7461.454635,6.772050,23.51600,22.86751,22.89697,23.09349333333333,4.13897,4.13457,4.14903,4.140856666666667,155.74051,67.23668,169.67515,240.8530,106.5505,75.9680,-29.614607816666652,0,21.527059936363635,7.50325058243588e-98,7.503248874967827e-98
7663,-16770.83129163,0.00000677,19.407441,20.126006,19.157193,90.155538,90.086353,90.315164,7482.540513,6.752967,22.92654,22.20431,21.84241,22.32442,4.08839,4.15288,4.11005,4.117106666666667,155.05418,67.34963,167.49445,239.1699,107.0289,77.7107,-29.55878271666667,-40.06257408333337,21.504363915151533,4.325496709155315e-163,4.3254957248289404e-163
7664,-16770.69852924,0.00000007,19.413256,20.202756,19.041916,89.861426,90.223533,90.002289,7468.185288,6.765947,23.04139,23.10995,23.40800,23.18644666666667,4.16192,4.14260,4.11220,4.138906666666666,152.05345,64.81378,166.09294,239.6412,105.4048,75.3470,-29.556306183333337,-40.06257408333337,0,2.5452239200951227e-165,2.5452233408943504e-165
7665,-16772.89266657,0.00000008,19.452435,20.231233,18.993787,89.855690,90.165343,90.351512,7474.747853,6.760007,23.65071,22.32885,22.55305,22.844203333333336,4.15408,4.12639,4.17378,4.151416666666667,156.10930,66.80849,162.64201,237.9445,108.5492,75.8265,-29.62993774999999,0,21.513659624242432,1.84336286372642e-128,1.8433624442438017e-128
7666,-16774.15253381,0.00007145,19.414359,20.203908,19.095245,90.137033,89.943901,90.118929,7489.990510,6.746250,22.53462,22.27110,22.75467,22.520129999999998,4.12578,4.12659,4.08761,4.113326666666667,153.87296,68.19756,169.35510,240.0474,106.7884,74.7022,-29.612418466666657,-40.07297669166665,21.567776733333336,2.6943185586673988e-107,2.6943179455380874e-107
7667,-16769.74199422,0.00002335,19.484703,20.166314,19.030126,90.202273,90.251595,89.744535,7477.403213,6.757606,22.84289,22.90475,22.82330,22.856980000000004,4.08813,4.12559,4.11820,4.110639999999999,157.32014,66.83353,170.47690,242.7506,109.4460,73.0290,0,0,21.53566650303031,2.1709254256998738e-181,2.1709249316758813e-181
7668,-16773.60581694,0.00000012,19.463588,20.171268,19.053557,90.152284,89.879123,90.440991,7480.262031,6.755024,23.58497,22.95452,24.18043,23.573306666666667,4.11452,4.11939,4.15488,4.129596666666667,153.77679,67.10900,168.72887,237.3487,106.1481,74.7257,0,-40.05504061666666,21.54538297878787,1.7620156412135544e-116,1.7620152402426175e-116
7669,-16772.48045389,0.00002084,19.430944,20.238153,19.035233,90.096908,90.092933,90.003638,7485.516075,6.750282,23.35745,22.76314,22.90372,23.008103333333334,4.11480,4.12702,4.14922,4.130346666666667,153.11607,66.37739,166.41055,236.0077,104.0669,72.9551,-29.678156550000004,-40.04318535833336,0,2.1915056401385247e-135,2.1915051414312207e-135
767,-16775.24974528,0.00000087,19.420557,20.212543,19.028396,90.071799,90.328957,89.943815,7469.252210,6.764981,22.62339,23.07401,23.81672,23.171373333333335,4.14349,4.13335,4.14327,4.140036666666667,156.19326,66.93809,167.09925,240.5093,107.7183,77.4571,-29.54369573333334,-40.07433267500001,21.501430542424252,7.291055094166745e-89,7.291053434986699e-89
7670,-16770.78758352,0.00000055,19.431666,20.245763,19.016574,90.382694,89.904304,90.026385,7481.111318,6.754257,23.98626,22.89569,22.87406,23.252003333333334,4.11415,4.11159,4.10808,4.111273333333333,153.99415,65.56573,166.47356,237.4459,107.7052,75.0324,-29.628817983333324,0,21.526227624242427,7.97575959394214e-164,7.97575777894815e-164
7671,-16772.46810656,0.00001997,19.514288,20.158692,19.048746,90.149163,89.722831,89.903672,7493.319965,6.743252,22.50753,23.24424,22.02477,22.59218,4.05343,4.06341,4.06705,4.061296666666666,149.03247,65.01137,163.98081,230.9945,101.0596,72.6375,-29.583929416666667,-40.04838071666668,0,1.3593039475984628e-135,1.3593036382701205e-135
7672,-16774.07762021,0.00000001,19.461836,20.208050,19.018648,90.237287,90.127912,89.736789,7479.601910,6.755620,22.30127,23.24718,23.06816,22.872203333333335,4.11866,4.13435,4.14098,4.131329999999999,155.61288,66.80184,168.44971,239.8290,106.6230,75.7967,-29.635245283333344,0,21.540836103030305,1.485784599020648e-108,1.4857842609098906e-108
7673,-16777.07753154,0.00000852,19.446005,20.217540,19.023008,89.938132,90.123659,89.802532,7478.836529,6.756311,24.07208,23.36970,25.29071,24.244163333333333,4.16837,4.16152,4.14139,4.157093333333333,156.05055,66.86913,169.77775,244.6553,109.5823,73.8320,-29.615712266666662,0,21.5187766030303,3.7003952538097896e-58,3.700394411733864e-58
7674,-16772.98905563,0.00000016,19.452174,20.242814,19.011403,89.827240,90.013908,89.832392,7485.991819,6.749853,23.29162,21.99933,23.57879,22.956580000000002,4.12172,4.07426,4.09700,4.09766,153.39359,66.74500,171.76158,242.2713,105.4923,76.9028,-29.60068769999999,-40.03974180833334,21.550194427272718,7.671420233712979e-127,7.671418487975604e-127
7675,-16772.36523789,0.00005494,19.400954,20.258261,19.051260,90.003392,89.849944,89.875022,7487.665146,6.748345,24.27102,22.68246,24.12104,23.69150666666667,4.09066,4.07731,4.10583,4.091266666666667,154.44696,66.54185,169.10534,242.4877,108.4275,75.2754,-29.628817983333324,0,21.526227624242427,2.5421371738172596e-137,2.542136595318919e-137
7676,-16769.74529001,0.00006310,19.396104,20.166928,19.089834,89.743555,89.746308,90.050342,7467.025083,6.766998,21.99264,22.01853,22.56655,22.192573333333332,4.12747,4.13461,4.14129,4.134456666666667,155.50924,66.26753,167.85616,242.8493,107.0526,73.5555,-29.54858618333335,0,21.538257460606072,2.466106002383288e-181,2.466105441186888e-181
7677,-16773.22762060,0.00002746,19.443338,20.150469,19.101423,89.947376,90.083039,90.206074,7483.732745,6.751891,22.54011,23.25158,21.94220,22.577963333333333,4.13704,4.14988,4.12828,4.1384,156.10111,67.11758,170.57705,245.5240,110.1359,74.3412,-29.556306183333337,0,0,7.80891829706918e-123,7.808916520042226e-123
7678,-16771.88053269,0.00000033,19.452517,20.123059,19.123187,90.411387,89.927261,89.953876,7485.458247,6.750334,22.68296,22.98403,22.53711,22.7347,4.05032,4.08517,4.09565,4.077046666666667,153.99862,66.91687,169.63382,242.8562,106.2283,74.9673,-29.556306183333337,0,0,1.8302482648353458e-145,1.830247848337135e-145
7679,-16774.64944708,0.00000018,19.426831,20.172246,19.074259,90.235693,90.079873,90.131750,7474.783742,6.759974,22.87707,22.48739,22.47833,22.614263333333337,4.15187,4.12133,4.16340,4.145533333333333,155.11942,66.90406,167.24610,239.5619,106.1182,76.0361,-29.576732683333333,-40.053102250000016,21.512510093939397,6.001011647785629e-99,6.001010282172744e-99
768,-16775.35213620,0.00000048,19.456504,20.219284,19.040129,90.059067,89.978614,89.827183,7490.282940,6.745986,24.03722,23.57798,23.52266,23.71262,4.07310,4.13582,4.14079,4.116569999999999,149.09434,65.15493,158.70846,231.4951,103.4112,72.4843,-29.528454400000005,-40.06284145833333,21.546812518181834,3.827208564959826e-87,3.8272076940257844e-87
7680,-16772.24140789,0.00003582,19.473566,20.235297,18.990276,90.178159,89.722353,89.985608,7483.058493,6.752499,22.57198,22.66405,22.33405,22.52336,4.13345,4.11211,4.08805,4.111203333333333,154.11608,66.31776,169.47887,242.9499,107.1341,75.3344,-29.567357983333334,0,0,2.1132288889473445e-139,2.1132284080529937e-139
7681,-16773.10994405,0.00000025,19.452509,20.225189,19.007084,90.080902,90.215843,89.642838,7477.764322,6.757280,23.04240,24.14328,22.42471,23.203463333333335,4.14287,4.14259,4.15963,4.148363333333333,156.30322,67.61454,168.66295,240.8654,106.1921,73.6149,-29.56776051666666,0,21.506462218181824,8.23591483184783e-125,8.235912957651932e-125
7682,-16774.58022772,0.00002734,19.437173,20.243198,18.981685,90.017058,90.049940,90.030106,7468.729507,6.765454,22.09590,22.98412,23.05177,22.71059666666667,4.16161,4.14686,4.11746,4.141976666666667,158.21320,67.91576,173.52808,249.1056,110.5975,75.5820,-29.54858618333335,0,21.538257460606072,4.124681333587627e-100,4.1246803949595577e-100
7683,-16771.15953028,0.00000000,19.442727,20.210582,19.039783,90.007676,90.043183,90.344022,7481.523212,6.753885,22.64849,23.15734,22.37804,22.727956666666667,4.10692,4.08446,4.11605,4.102476666666667,153.40453,66.17967,161.01438,235.2023,105.2324,75.3555,-29.635245283333344,-40.0329789,21.52817173333334,1.4131966920143375e-157,1.4131963704219586e-157
7684,-16777.77594173,0.00000020,19.396531,20.174202,19.065676,90.023216,90.053884,89.603447,7460.397814,6.773010,22.85764,22.35353,23.43308,22.881416666666667,4.15620,4.20687,4.16170,4.174923333333333,159.06555,67.83673,170.29170,245.0978,108.8640,77.7213,0,0,21.511962209090907,1.999967393545802e-46,1.999966938425665e-46
7685,-16771.53894716,0.00002829,19.436636,20.171157,19.074151,89.845072,90.156169,89.843876,7478.117477,6.756961,23.41431,23.13143,24.63337,23.726370000000003,4.12265,4.12679,4.15843,4.135956666666666,151.72350,61.79267,147.69854,229.5653,114.9062,71.1050,0,-40.02706518333334,21.502772669696945,3.342917525331046e-151,3.342916764604103e-151
7686,-16771.57992772,0.00000007,19.430176,20.164201,19.080964,89.733994,89.820869,89.885712,7475.674840,6.759169,22.46943,22.89989,23.84961,23.072976666666666,4.12685,4.12264,4.15581,4.1351,154.92657,67.31242,167.05496,242.1698,111.3843,74.5431,0,-40.05791288333333,21.52864826969698,1.6314312229191355e-150,1.6314308516644822e-150
7687,-16773.06194213,0.00000022,19.405849,20.204115,19.065759,90.049747,90.152777,89.894581,7475.222709,6.759577,24.26543,23.20736,22.92321,23.465333333333334,4.14682,4.14564,4.11879,4.137083333333333,154.87927,65.79753,169.20851,244.5849,108.7888,74.8052,-29.576732683333333,0,21.512510093939397,1.2862194797156075e-125,1.2862191870186427e-125
7688,-16776.37534346,0.00000399,19.439159,20.194917,19.032977,89.597341,90.063292,89.824011,7471.593060,6.762861,22.70452,23.77245,24.16413,23.54703333333333,4.13962,4.13301,4.14117,4.137933333333333,153.56411,68.40330,171.47972,240.6636,102.8277,76.3388,-29.52945961666666,-40.06578994166666,0,5.915719273430642e-70,5.915717927227212e-70
7689,-16776.00198125,0.00000006,19.420550,20.199841,19.071793,90.080697,90.033130,89.906252,7481.693811,6.753731,23.63083,22.05724,21.97898,22.55568333333333,4.15131,4.09666,4.10652,4.1181633333333325,154.56341,66.85673,167.94112,238.0965,105.9648,76.4165,-29.54550156666666,-40.080174775000025,0,3.1608106939339625e-76,3.160809974647938e-76
769,-16776.09690717,0.00000010,19.389963,20.219626,19.055474,90.115379,90.140706,89.888212,7470.795285,6.763583,23.36759,22.48027,23.41229,23.086716666666664,4.14868,4.12337,4.18960,4.153883333333334,155.87845,67.40729,169.83395,242.5181,107.1508,78.3354,-29.507723833333333,0,21.51900954848487,1.2430361399154353e-74,1.2430358570454346e-74
7690,-16772.69914535,0.00000035,19.492486,20.192884,19.016610,90.010610,90.212234,89.952292,7485.064519,6.750690,22.51634,22.57725,23.37404,22.822543333333332,4.07458,4.09883,4.10183,4.091746666666666,152.09596,67.39913,162.33504,230.7394,103.0015,74.1321,-29.585364466666665,-40.03674924166664,21.55879302424244,1.0341830706111521e-131,1.034182835268545e-131
7691,-16774.63014956,0.00006280,19.461474,20.122226,19.054944,89.838624,89.844678,89.999987,7462.015199,6.771542,22.47389,25.91327,22.96332,23.783493333333336,4.19730,4.16129,4.19834,4.185643333333333,158.11366,66.75947,168.92730,245.8931,111.9998,73.8082,-29.54550156666666,-40.080174775000025,21.5061671,2.8447257369309313e-99,2.844725089574394e-99
7692,-16774.55195767,0.00000017,19.409833,20.224433,19.025847,89.893120,90.038051,90.266527,7468.555333,6.765612,23.49253,22.29266,22.32111,22.7021,4.14867,4.15702,4.17900,4.1615633333333335,155.30638,68.47680,172.40140,240.5562,107.3801,77.2191,0,0,0,1.381893148740507e-100,1.3818928342716806e-100
7693,-16773.26257075,0.00017006,19.381891,20.206318,19.120827,90.186530,90.117120,89.887497,7488.346770,6.747731,22.42099,22.63644,23.20705,22.754826666666663,4.11912,4.12300,4.13096,4.12436,156.74694,67.35319,175.21794,247.0728,105.1682,74.5004,0,-40.056341025,21.53372594545455,3.0180578318646674e-122,3.0180571450640234e-122
7694,-16770.97356799,0.00000080,19.465092,20.183440,19.039022,90.152426,89.957485,89.891431,7479.866658,6.755381,22.84867,22.84019,23.66863,23.119163333333333,4.12133,4.10510,4.11477,4.113733333333333,153.23226,66.67848,167.40326,240.1223,107.5491,74.9207,-29.53799083333333,0,21.526247309090895,1.0621201236787419e-160,1.0621198819786735e-160
7695,-16768.50330750,0.00000000,19.435426,20.196042,19.077860,89.889302,89.832791,90.230406,7488.309885,6.747764,22.54524,23.24848,22.44003,22.744583333333335,4.08627,4.06388,4.06605,4.072066666666667,149.74279,66.73776,164.74772,232.7676,104.9809,74.3297,-29.52232026666666,-40.07297669166665,21.55277202121212,3.369953218165615e-202,3.3699524512863276e-202
7696,-16773.91256928,0.00002797,19.417346,20.233080,19.040295,89.914000,89.901576,89.760239,7480.327322,6.754965,22.89122,22.56400,22.43368,22.62963333333333,4.14100,4.09565,4.12547,4.120706666666667,156.33524,67.17818,173.17971,249.0088,109.7001,75.1421,-29.53704886666666,-40.07875513333331,21.536222745454552,2.507392162844901e-111,2.507391592253266e-111
7697,-16775.11477548,0.00000012,19.467398,20.177442,19.052565,90.057619,89.875550,90.321826,7483.751963,6.751874,22.71596,22.92416,22.54305,22.72772333333333,4.16211,4.15465,4.14208,4.152946666666667,157.52358,68.52462,169.81367,242.5161,108.0054,76.2444,-29.53258608333334,-40.065620483333326,0,3.939104789303448e-91,3.9391038929058784e-91
7698,-16772.78856939,0.00000048,19.458102,20.172833,19.067439,90.089319,90.148520,89.746578,7484.339894,6.751343,22.44841,22.28268,22.77548,22.50219,4.14911,4.11706,4.13794,4.134703333333333,155.65635,67.05349,175.21325,248.2879,108.8468,74.9318,0,-40.032054466666665,21.565297412121218,3.287419883429137e-130,3.287419135331447e-130
7699,-16772.13021549,0.00001171,19.404679,20.207765,19.041085,90.246890,90.073827,89.863505,7466.392355,6.767572,22.43398,23.30677,23.29541,23.01205333333333,4.14752,4.17377,4.16185,4.1610466666666674,156.88850,66.34983,166.48200,244.3101,110.4512,79.2353,-29.56776051666666,-40.03262230833333,0,2.864154444117492e-141,2.864153792339685e-141
77,-16774.00831820,0.00000026,19.485177,20.189311,19.022914,90.009605,90.297416,90.108904,7483.353548,6.752233,23.50957,23.81248,22.94608,23.42271,4.13160,4.13082,4.10808,4.1235,151.02548,66.38948,163.82247,233.2063,105.5800,75.2258,-29.53704886666666,0,0,1.0179661224058375e-109,1.0179658907536203e-109
770,-16772.25941446,0.00000020,19.446892,20.201513,19.046607,90.383424,89.929912,90.051603,7482.410231,6.753084,22.09239,21.46298,22.69336,22.08291,4.07298,4.07390,4.10993,4.085603333333333,155.26922,68.11515,167.42272,237.7214,102.7849,76.9261,-29.61338668333333,-40.05794317500002,0,4.2407590870660624e-139,4.240758122022901e-139
7700,-16773.71246218,0.00000007,19.476558,20.183268,19.009583,89.983867,89.767024,90.199658,7472.570890,6.761976,22.87381,22.92670,23.57688,23.12579666666667,4.14284,4.15305,4.16587,4.15392,153.52421,66.88368,162.92795,235.8270,103.7346,76.7740,-29.540303499999997,0,21.51386239999999,1.0903625827795981e-114,1.090362334652569e-114
7701,-16774.55683738,0.00000001,19.411402,20.206284,19.088737,89.956075,89.967389,90.007478,7487.215473,6.748750,23.05318,22.72690,23.23118,23.003753333333332,4.11915,4.12679,4.12684,4.1242600000000005,152.46237,67.76495,173.45195,242.9362,105.4466,73.2917,-29.601197016666664,-40.053386441666675,0,1.6689755856955095e-100,1.6689752058971191e-100
7702,-16771.01100518,0.00000105,19.432777,20.241591,19.032621,89.882078,89.781126,89.905120,7486.407059,6.749479,23.79155,23.22437,24.83060,23.94884,4.11027,4.10690,4.12906,4.11541,151.95946,65.30702,157.21957,231.3218,105.8216,74.9652,-29.614607816666652,0,21.527059936363635,4.5195037280594095e-160,4.5195026995840644e-160
7703,-16777.43419421,0.00000014,19.452900,20.242761,18.998506,90.250157,90.135075,89.849062,7481.121698,6.754247,24.25029,22.74917,23.26512,23.421526666666665,4.16039,4.16196,4.13996,4.1541033333333335,152.13093,66.71949,166.41822,239.1283,104.9133,75.6844,0,-40.053386441666675,21.51386239999999,3.630088902538426e-52,3.630088076461679e-52
7704,-16773.00992171,0.00000004,19.370315,20.196304,19.117178,89.998557,90.054366,90.053877,7478.801021,6.756343,24.00557,22.91717,22.86325,23.261996666666665,4.15908,4.12949,4.13800,4.14219,152.92889,65.38096,166.67621,237.8163,104.5880,73.6237,-29.62993774999999,0,21.513659624242432,1.7195328999667543e-126,1.7195325086633504e-126
7705,-16771.41446917,0.00000001,19.473470,20.202285,19.022288,90.114644,89.880659,90.197788,7483.455873,6.752141,26.86932,24.42476,23.70413,24.999403333333333,4.14588,4.13525,4.13559,4.138906666666667,152.16324,63.02370,172.39030,249.2217,105.3346,70.3968,0,0,21.5264582787879,2.7101134205229654e-153,2.7101128037993153e-153
7706,-16773.20685613,0.00000005,19.412450,20.222572,19.032230,89.988822,89.785056,90.037741,7471.422134,6.763016,23.54269,22.42553,22.68106,22.883093333333335,4.14022,4.15343,4.17150,4.15505,157.49266,67.53387,173.75855,248.6132,108.8493,75.3571,-29.62993774999999,0,21.513659624242432,3.4975435900725824e-123,3.4975427941583475e-123
7707,-16773.13584281,0.00000011,19.455760,20.224403,18.996792,90.017794,90.042600,89.562122,7474.658722,6.760087,24.53670,24.82147,23.68487,24.34768,4.15018,4.15214,4.18990,4.1640733333333335,153.81623,65.12343,163.56431,236.0602,103.0778,72.2821,0,-40.032054466666665,21.565297412121218,2.2428068084209407e-124,2.242806298039349e-124
7708,-16775.80694377,0.00001012,19.428337,20.176917,19.086521,90.165341,89.964579,89.946458,7481.955437,6.753495,23.00229,21.91564,23.27970,22.732543333333336,4.15378,4.13787,4.13565,4.142433333333334,155.39048,68.02474,171.24818,244.4453,110.3660,75.5008,-29.61338668333333,-40.02134632499999,0,1.6722955313736954e-79,1.6722951508198054e-79
7709,-16771.95802969,0.00000043,19.419386,20.244399,19.076497,89.755296,89.696409,90.577505,7499.059255,6.738091,22.86309,23.02963,23.86249,23.25173666666667,4.06696,4.12218,4.09448,4.094539999999999,148.16103,66.39907,168.11806,236.5802,99.4373,72.0978,-29.601197016666664,-40.053386441666675,0,3.667771772887646e-144,3.667770938235643e-144
771,-16773.38075761,0.00000064,19.481116,20.143730,19.065582,90.143314,89.733772,90.179776,7481.619836,6.753798,24.71108,24.23540,23.82356,24.25668,4.14287,4.14766,4.15218,4.147570000000001,153.42717,65.30133,163.28101,235.2869,107.1012,69.9193,0,-40.05794317500002,21.515516254545457,2.9186325403011664e-120,2.9186318761261175e-120
7710,-16773.53699324,0.00000013,19.409304,20.197417,19.072000,89.788758,90.018780,90.212104,7476.460768,6.758458,22.99478,24.42045,23.50197,23.639066666666665,4.12217,4.12959,4.16814,4.139966666666667,155.75059,67.35897,171.48777,245.1516,107.5712,71.3995,-29.56776051666666,0,21.506462218181824,1.2297660130321512e-117,1.2297657331819507e-117
7711,-16772.69608422,0.00002980,19.499455,20.157633,19.019650,90.059117,89.741223,90.261473,7475.760261,6.759091,23.96298,22.85642,22.03508,22.95149333333333,4.15917,4.13356,4.15897,4.150566666666666,155.50022,66.55999,165.70309,237.9919,105.6908,75.4883,-29.614607816666652,0,21.527059936363635,9.186978573260816e-132,9.186976482637259e-132
7712,-16774.33052262,0.00006743,19.419871,20.212342,19.033275,89.793150,89.697231,90.176543,7470.772458,6.763604,23.04272,23.42556,22.24407,22.904116666666667,4.16659,4.15141,4.14147,4.153156666666667,156.84584,68.31294,170.08423,246.6615,107.0569,75.0181,0,0,0,2.6334759029604618e-104,2.633475303676735e-104
7713,-16774.31876891,0.00002594,19.389127,20.260052,19.019418,90.190578,90.299972,90.031782,7471.152548,6.763260,22.97505,22.98552,22.76548,22.908683333333332,4.12537,4.14766,4.13233,4.13512,156.01553,64.78771,168.68716,242.5443,108.7467,72.3226,-29.57079606666667,-40.04762267500001,0,1.671381963862072e-104,1.671381583516077e-104
7714,-16771.82911797,0.00000046,19.409779,20.234276,19.046204,89.951315,90.062982,90.057587,7480.248664,6.755036,22.97008,22.40060,23.10102,22.8239,4.10290,4.07526,4.09542,4.091193333333333,153.12371,66.40111,166.83125,236.5764,103.5286,76.1888,0,-40.00168895833334,21.535354266666648,2.504844227405834e-146,2.504843657394017e-146
7715,-16773.17500730,0.00000048,19.436949,20.204516,19.035025,90.110355,89.982407,90.141354,7475.286728,6.759520,22.86993,22.99973,21.86451,22.578056666666665,4.13504,4.15135,4.13696,4.141116666666667,153.57523,67.13686,170.76546,240.5969,105.6427,74.0828,-29.531360550000006,-40.057715966666656,21.54583903636363,1.020296367100085e-123,1.0202961349175886e-123
7716,-16777.02154762,0.00000917,19.415121,20.166197,19.086429,89.995826,90.053495,90.039496,7472.888242,6.761689,23.97649,23.84479,22.55138,23.457553333333333,4.16596,4.13863,4.15752,4.154036666666667,154.61413,67.23297,171.43433,244.3316,106.8178,73.6923,-29.57752168333334,-40.05138810833335,21.524826006060604,4.243846360247865e-59,4.243845394502152e-59
7717,-16773.94839626,0.00001619,19.437402,20.202952,19.078604,89.996595,90.035529,89.844257,7492.003026,6.744438,21.57992,21.90322,22.68378,22.05564,4.07732,4.09010,4.06269,4.076703333333334,155.44834,68.25085,173.39191,246.4281,106.8516,74.8724,-29.52232026666666,-40.07297669166665,0,1.002510749851394e-110,1.00251052171626e-110
7718,-16775.65089095,0.00001683,19.442925,20.185551,19.064192,90.091380,89.998391,89.912496,7482.031873,6.753426,24.52767,23.41198,23.39766,23.779103333333335,4.15792,4.16007,4.15515,4.157713333333334,147.39251,65.89759,160.72084,228.4536,101.3166,74.1344,-29.610327983333335,0,0,3.9970633910189647e-82,3.997062481432117e-82
7719,-16774.69677890,0.00003197,19.449515,20.210657,19.027039,89.879478,90.021360,89.904672,7479.263368,6.755926,23.10910,24.15076,23.57798,23.612613333333332,4.08170,4.13298,4.14299,4.119223333333333,153.52094,65.34184,165.70383,239.5379,105.5530,74.1176,-29.62877948333333,0,0,3.744243197549282e-98,3.744242345495152e-98
772,-16776.04893527,0.00000011,19.460456,20.178550,19.022908,90.079161,90.185309,89.718096,7469.850872,6.764438,23.07621,23.11941,22.48894,22.894853333333334,4.13079,4.15164,4.15803,4.146820000000001,156.05870,67.82404,169.89118,242.0085,107.9386,75.7286,-29.531360550000006,0,21.54583903636363,1.9435302520592885e-75,1.9435298097822008e-75
7720,-16772.83137003,0.00000457,19.391993,20.184415,19.098299,90.009036,90.025913,89.903357,7475.368927,6.759445,23.55884,24.03534,23.85183,23.815336666666667,4.14236,4.16926,4.15556,4.155726666666667,153.55355,65.37467,165.74974,240.2276,106.6550,74.1165,0,-40.05504061666666,21.54538297878787,1.7213702129643463e-129,1.7213698212428366e-129
7721,-16774.54118684,0.00003706,19.445647,20.178505,19.053304,90.009701,90.192978,89.883145,7476.155479,6.758734,23.48904,23.39700,23.51199,23.466009999999997,4.13397,4.15369,4.14129,4.142983333333333,149.00116,65.38569,162.25643,230.2324,103.5433,73.8541,0,-40.071321783333325,21.531647336363644,9.11029590989147e-101,9.110293836718111e-101
7722,-16774.52447438,0.00000002,19.432618,20.226480,19.026075,90.048223,89.951863,89.946964,7478.255964,6.756836,24.58980,23.15450,23.21170,23.651999999999997,4.18752,4.15056,4.17790,4.171993333333333,155.24375,65.76149,155.18602,230.3123,108.0922,74.7750,0,0,0,4.772825016118705e-101,4.7728239299966106e-101
7723,-16771.96678094,0.00000006,19.423600,20.220988,19.042818,89.862034,89.975244,90.190764,7479.276513,6.755914,23.12554,22.14989,23.87536,23.050263333333334,4.13664,4.14422,4.12196,4.134273333333334,154.85817,66.68154,164.21454,240.0052,111.3463,76.7986,-29.591777966666665,-40.05791288333333,0,5.145372646284316e-144,5.145371475383875e-144
7724,-16771.58428063,0.00000016,19.411296,20.245850,19.075203,89.449415,89.990177,90.008117,7496.174020,6.740685,22.38858,23.42170,22.57574,22.79534,4.06889,4.07660,4.08221,4.0759,151.70695,66.24506,171.40667,246.4024,106.8748,71.1941,-29.531360550000006,0,21.54583903636363,1.9306095016563722e-150,1.9306090623195793e-150
7725,-16774.67861189,0.00000037,19.416107,20.196721,19.112254,90.222112,90.060371,89.769364,7494.590413,6.742109,22.76896,22.27723,24.05813,23.034773333333334,4.11128,4.07606,4.09202,4.09312,149.33138,67.41589,173.56525,243.0230,104.1466,75.4972,-29.531360550000006,-40.057715966666656,21.54583903636363,1.8542646282040137e-98,1.8542642062405486e-98
7726,-16771.61201885,0.00000096,19.438517,20.205100,19.061010,89.990881,89.869725,89.894109,7486.316223,6.749561,21.87505,23.00328,22.39262,22.42365,4.10325,4.06941,4.12575,4.09947,154.56017,66.80512,170.80702,240.7640,107.9683,74.7632,-29.610226400000002,0,21.534017900000013,5.645157017474273e-150,5.645155732841012e-150
7727,-16766.08811247,0.00004580,19.399525,20.251828,19.104557,89.765729,89.968993,89.981549,7505.654659,6.732170,23.19800,22.86600,22.63725,22.90041666666667,4.05501,3.97405,4.05095,4.02667,145.50856,65.00261,166.97655,233.9313,98.5515,70.8472,-29.653182933333326,0,21.552012675757588,8.997733384546204e-243,8.997731336987997e-243
7728,-16772.86734237,0.00002201,19.424262,20.206113,19.047385,89.845072,89.824166,90.276373,7475.736325,6.759113,23.10656,22.69303,23.35165,23.050413333333335,4.17311,4.16548,4.13620,4.158263333333333,151.40299,65.68380,162.05648,232.8035,103.1354,73.6339,-29.547958266666665,0,21.496193830303035,6.921225484791703e-129,6.921223909771481e-129
7729,-16774.13246772,0.00000074,19.397135,20.248924,19.052986,89.922843,89.967950,89.786301,7483.402239,6.752189,23.11173,24.60893,24.85723,24.192629999999998,4.10350,4.12090,4.13175,4.118716666666667,137.27673,62.15108,169.66568,234.6186,88.4619,70.0261,-29.615712266666662,-40.08901658333333,21.5187766030303,1.2398052386142721e-107,1.2398049564795075e-107
773,-16772.53746361,0.00000043,19.376705,20.231397,19.095098,89.898931,89.947255,89.955135,7485.601612,6.750205,24.37825,23.02720,23.33864,23.581363333333332,4.10587,4.07660,4.07413,4.085533333333333,149.47566,67.21630,170.11531,236.2886,100.2805,75.7980,0,0,21.5173955121212,1.9882167888276352e-134,1.9882163363815105e-134
