taskid,energy,Gnorm,a,b,c,alpha,beta,gamma,V,Static_xx,Static_yy,Static_zz,ε0,HighFreq_xx,HighFreq_yy,HighFreq_zz,ε∞,Bulk0,Shear0,Young0,C11,C12,C44,V_La_avg,V_Ce_avg,V_O_avg,Weight,Wi
306,-16775.53237640,0.00001539,19.390418,20.217060,19.084617,89.840241,90.050566,90.232116,7481.405618,6.753991,22.76195,22.41916,22.41158,22.530896666666667,4.08055,4.12884,4.10971,4.106366666666666,153.87699,66.79551,166.54933,238.6358,105.0067,75.6687,-29.53944458333334,-40.03199885000001,21.51807503636364,4.0811656576532708e-84,4.081164728927793e-84
3060,-16773.73165921,0.00003739,19.390300,20.206470,19.080479,90.067414,89.942273,90.231920,7475.843118,6.759016,22.53788,22.70649,23.63692,22.960430000000002,4.14458,4.14780,4.12392,4.138766666666667,157.09977,67.69149,169.87815,244.5248,112.6668,76.6617,-29.53944458333334,-40.03199885000001,21.51807503636364,2.2912203068875912e-114,2.291219785488841e-114
3061,-16774.98016065,0.00001608,19.383560,20.177337,19.102912,89.915612,90.105075,90.023675,7471.292562,6.763133,24.99288,24.03120,24.97506,24.66638,4.14129,4.15288,4.11574,4.136636666666667,152.53715,66.76670,172.43929,249.9579,109.9672,75.3750,-29.610343616666672,-40.04877404999999,21.51759336363635,2.1575850390880765e-93,2.1575845480998728e-93
3062,-16774.02306039,0.00000015,19.393057,20.252706,19.051199,89.700538,89.895155,90.007957,7482.470021,6.753030,23.00760,23.46344,23.12255,23.197863333333334,4.11041,4.08631,4.10891,4.101876666666667,151.11100,65.62090,171.34735,244.9619,105.0566,73.2960,0,-40.001742666666665,0,1.800492086663827e-109,1.8004916769370446e-109
3063,-16771.55113015,0.00004796,19.404260,20.188428,19.104940,89.947189,90.100777,89.810996,7484.142579,6.751521,23.29974,22.55822,22.20925,22.68907,4.11157,4.10606,4.08323,4.100286666666666,156.63195,67.29366,173.86176,249.0885,108.0482,70.4909,-29.6252974,-40.05550976666667,21.51433876666667,5.3553873226559874e-151,5.355386103963813e-151
3064,-16775.13948955,0.00003174,19.435195,20.220309,19.003653,89.871370,89.915125,90.138287,7468.114583,6.766011,23.71924,23.79528,24.43978,23.98476666666667,4.17176,4.20601,4.17580,4.184523333333334,154.81927,66.83758,163.12676,236.3483,108.0177,76.1376,-29.590104583333332,-40.05360354166666,21.525947345454533,1.024650218680814e-90,1.0246499855075386e-90
3065,-16774.18084998,0.00005207,19.411783,20.183666,19.070018,89.939555,90.190490,89.934421,7471.600621,6.762854,23.43409,23.37232,22.76288,23.18976333333333,4.15308,4.13743,4.13841,4.142973333333334,155.45250,66.85689,166.30479,238.3029,107.3135,74.4055,-29.5176734,-40.09426983333332,21.53422319393939,8.056374795320207e-107,8.056372961981118e-107
3066,-16768.34384040,0.00004574,19.482471,20.211881,19.013272,89.979117,90.111193,90.084207,7486.974030,6.748968,23.00153,23.60213,22.28581,22.963156666666666,4.07666,4.09374,4.12340,4.097933333333334,156.20328,66.31504,164.71145,238.4367,109.4777,73.0960,-29.572027750000007,0,0,7.058208758050987e-205,7.058207151858333e-205
3067,-16775.48056528,0.00000002,19.473535,20.204220,18.969676,89.887727,89.925394,89.806655,7463.510081,6.770185,23.36396,22.58812,22.66449,22.87219,4.15203,4.18273,4.20110,4.17862,157.30629,66.70483,164.03956,239.2018,107.2172,75.7343,-29.59348085,-40.04549361666667,0,5.500418266976925e-85,5.500417015280961e-85
3068,-16774.65651368,0.00003793,19.446106,20.186119,19.045313,89.986044,90.159320,89.871630,7476.026442,6.758851,22.64801,24.22672,22.56327,23.146,4.16770,4.13843,4.16069,4.1556066666666664,156.10002,67.78567,170.65388,245.4445,108.5328,76.3974,0,-40.06833923333331,21.52895381212121,7.88747734515442e-99,7.887475550250274e-99
3069,-16771.15750057,0.00013923,19.440873,20.184722,19.006305,90.012913,89.967968,89.992388,7458.236196,6.774973,22.88917,22.22974,22.82782,22.64891,4.14859,4.11679,4.15262,4.139333333333333,158.07867,66.95397,166.98441,242.3087,109.1472,75.3513,0,-40.049850733333344,0,1.3064866756231915e-157,1.306486378314147e-157
307,-16770.62677248,0.00006653,19.484445,20.188688,19.034694,90.238313,89.831113,90.098677,7487.481374,6.748511,23.24286,22.54519,23.68915,23.159066666666664,4.09405,4.12819,4.13538,4.119206666666666,153.70311,66.05269,165.85503,237.3855,105.5401,73.6599,-29.536851900000002,-40.06522865000001,21.527841536363635,1.5858623324187273e-166,1.585861971533903e-166
3070,-16773.18124004,0.00000004,19.549435,20.196599,18.955441,89.992122,90.326625,89.902582,7484.084370,6.751574,24.02287,22.74626,22.05493,22.941353333333335,4.14578,4.14513,4.13035,4.14042,153.94463,66.97995,167.27406,238.1738,104.1182,74.0775,-29.65251176666667,-40.05650628333333,0,1.298469533107889e-123,1.2984692376232558e-123
3071,-16774.86997315,0.00004654,19.433706,20.202996,19.013232,89.939947,90.013421,89.799419,7464.907489,6.768918,22.71927,23.27460,23.46488,23.15291666666667,4.14542,4.13676,4.15491,4.145696666666667,151.04473,66.34804,168.12710,241.2902,105.6121,76.0141,0,0,0,3.0401806650391954e-95,3.040179973204196e-95
3072,-16775.25565750,0.00000037,19.410573,20.223049,19.054278,90.081031,90.130407,90.084128,7479.549805,6.755667,22.38051,22.59856,22.29009,22.423053333333332,4.14996,4.12095,4.12503,4.1319799999999995,154.83282,66.77160,167.74701,242.7347,108.6686,75.2397,-29.560187,0,21.51928325454544,9.164553367403137e-89,9.164551281882745e-89
3073,-16771.85824783,0.00004710,19.467797,20.221228,18.990252,89.912272,89.924135,90.071200,7475.733851,6.759115,24.23832,24.95083,23.28540,24.15818333333333,4.12121,4.13557,4.14952,4.135433333333332,151.98286,65.35429,161.04118,233.3108,103.4105,72.4886,0,-40.02146991666667,21.5123929151515,7.729311902818335e-146,7.729310143906914e-146
3074,-16771.54839935,0.00008086,19.463656,20.250559,18.994169,89.871031,90.164761,89.843271,7486.472164,6.749420,22.99238,22.16432,23.13187,22.762856666666664,4.12175,4.13101,4.09923,4.11733,152.25667,67.53250,169.57327,241.2669,106.1836,74.7137,-29.579869183333336,-40.044037466666644,21.536659575757575,4.818539963585456e-151,4.818538867060295e-151
3075,-16771.18921175,0.00000046,19.461334,20.201367,19.011990,89.992907,90.019165,89.973079,7474.478117,6.760251,22.56459,24.58208,23.04967,23.39878,4.11741,4.11063,4.14161,4.123216666666667,155.51630,66.24452,167.72112,247.3745,110.0121,72.2319,-29.605595483333335,0,21.542356299999994,4.454811808487618e-157,4.454810794733811e-157
3076,-16775.12979413,0.00000014,19.418736,20.214217,19.061878,90.004329,89.762405,90.135663,7482.360668,6.753129,24.08788,22.90832,23.12502,23.373739999999998,4.12585,4.13602,4.11610,4.125990000000001,150.70936,67.04953,168.41971,236.5910,102.8357,74.7840,-29.579869183333336,0,21.512829139393936,7.042060464236823e-91,7.042058861718936e-91
3077,-16774.40567389,0.00000070,19.440385,20.237115,18.977493,89.869732,90.086071,89.823114,7466.010788,6.767918,22.62541,23.33880,22.11782,22.694009999999995,4.12409,4.14803,4.13939,4.13717,158.56818,67.56341,167.50824,243.4667,109.5168,77.1446,-29.5176734,0,21.52895381212121,4.819645761910772e-103,4.819644665133972e-103
3078,-16771.70613764,0.00000154,19.456620,20.189460,19.019203,90.221717,89.902428,90.146641,7471.006448,6.763392,23.17126,22.81939,22.81273,22.93446,4.13897,4.17709,4.14223,4.152763333333334,155.12396,67.07705,168.83287,241.3682,106.2639,74.2973,-29.590104583333332,0,21.520390569696964,2.15180101689206e-148,2.15180052722009e-148
3079,-16774.36789025,0.00002874,19.407464,20.193197,19.048301,90.101383,90.067676,89.821859,7464.952189,6.768877,23.60965,23.64247,22.66204,23.30472,4.16795,4.14223,4.19621,4.168796666666666,158.20818,68.08352,170.05203,248.4070,111.8652,76.4882,-29.6002945,-40.054895758333345,21.531602003030315,1.1175781542076828e-103,1.1175778998873753e-103
308,-16776.89675274,0.00001907,19.415496,20.155188,19.087787,90.281366,89.996096,90.030931,7469.398572,6.764848,22.84018,23.33945,23.93045,23.37002666666667,4.16337,4.15661,4.15010,4.156693333333333,158.72831,67.78561,170.62845,246.8712,109.4431,77.1196,0,-40.04549361666667,21.518330487878774,3.3985834630232756e-61,3.398582689628781e-61
3080,-16770.73123891,0.00000044,19.470318,20.184011,19.056592,89.931071,89.998260,89.817760,7488.990072,6.747151,22.68298,23.23353,23.72193,23.212813333333333,4.10559,4.12293,4.09961,4.109376666666667,151.85787,65.95088,163.59507,239.3218,105.9615,73.6974,0,-40.05962569166665,0,9.020368240068158e-165,9.020366187359078e-165
3081,-16772.02254155,0.00000030,19.439477,20.196172,19.066894,90.089355,89.968612,90.023607,7485.709285,6.750108,23.27741,21.93356,22.41609,22.542353333333335,4.11167,4.09873,4.10276,4.104386666666667,153.65253,67.20675,169.32760,238.9255,107.1637,76.1272,0,-40.03727661666667,0,4.447888102268689e-143,4.447887090090467e-143
3082,-16769.47771981,0.00002677,19.445614,20.220204,19.050145,89.867012,90.250770,89.869377,7490.296856,6.745974,23.96707,22.74786,22.70968,23.141536666666667,4.13190,4.09142,4.13803,4.120450000000001,151.38119,66.54073,169.92991,240.9253,103.3223,71.0201,-29.579869183333336,-40.04096278333334,0,7.889150059817759e-186,7.889148264532962e-186
3083,-16769.50989611,0.00000061,19.426693,20.186043,19.068304,89.968354,89.495641,90.228908,7477.247887,6.757747,22.90681,23.04219,23.61982,23.189606666666666,4.12721,4.10677,4.11192,4.1152999999999995,155.48944,66.59271,168.58389,243.1927,107.8439,74.3667,-29.557919933333334,0,21.54171490303028,2.7388501176670117e-185,2.7388494944039304e-185
3084,-16774.32118000,0.00000051,19.386402,20.205326,19.108901,89.922085,89.951859,89.802917,7485.066486,6.750688,23.62113,23.15660,22.58401,23.12058,4.13659,4.09794,4.07101,4.101846666666667,152.19399,66.82527,167.28613,238.2897,105.8054,74.0951,0,-40.06893566666668,21.525875390909082,1.8347641281456886e-104,1.8347637106198312e-104
3085,-16772.02386063,0.00006194,19.382816,20.276044,19.037046,89.956718,90.105135,89.868708,7481.654799,6.753766,23.26212,23.60545,23.34027,23.402613333333335,4.11781,4.09922,4.13616,4.117730000000001,154.79109,65.38176,167.62307,240.1787,109.0179,72.6336,-29.579877133333337,-40.041887499999994,0,4.680728182537367e-143,4.680727117373176e-143
3086,-16772.54067273,0.00002520,19.460122,20.206560,19.006246,89.920013,90.060626,90.083924,7473.656854,6.760994,23.19424,22.23818,22.13248,22.52163333333333,4.13152,4.11280,4.13562,4.126646666666667,154.11082,67.02545,170.20500,245.7132,106.9495,76.2393,0,-40.065145733333345,21.52218016666668,2.250995257348182e-134,2.250994745103196e-134
3087,-16772.62656762,0.00000124,19.416352,20.145513,19.080366,90.080169,89.853049,90.175007,7463.263654,6.770409,26.38599,23.76672,24.21761,24.790106666666663,4.14822,4.17357,4.15641,4.159400000000001,155.13302,65.85041,161.73899,234.3370,106.9926,75.4626,-29.65459311666666,-40.037150991666664,21.499592984848487,6.2423084246017405e-133,6.242307004078449e-133
3088,-16772.15194221,0.00003223,19.491436,20.201390,18.986046,89.805437,89.701815,90.196268,7475.644619,6.759196,22.86900,23.58942,23.19024,23.216220000000003,4.11929,4.14138,4.15340,4.138023333333334,154.64632,67.90810,168.31871,239.4309,105.2127,75.3567,0,-40.02593671666668,0,6.637266631267301e-141,6.637265120865829e-141
3089,-16770.37117259,0.00014976,19.432811,20.227442,19.010312,89.808285,90.124341,89.970660,7472.438024,6.762096,22.31635,22.88725,21.93591,22.379836666666666,4.10371,4.12162,4.17817,4.1345,155.14416,66.95346,167.95948,237.9521,105.7631,74.2584,0,-40.06833923333331,21.52895381212121,8.060766070701623e-171,8.0607642363632385e-171
309,-16776.24628485,0.00005867,19.412508,20.161767,19.104339,89.955273,90.055533,90.030431,7477.249137,6.757746,25.20620,23.71180,23.22960,24.0492,4.16295,4.15644,4.09012,4.136503333333334,151.51591,65.35974,165.47820,240.7767,107.3157,73.0742,-29.632510749999998,-40.02146991666667,21.507999824242404,4.017152624551046e-72,4.017151710392616e-72
3090,-16772.77103084,0.00000003,19.535349,20.102580,19.029508,90.222801,89.948872,90.053630,7473.032818,6.761558,22.54392,22.64509,22.50553,22.564846666666664,4.09551,4.14356,4.16039,4.1331533333333335,155.60468,67.28788,163.84429,233.2266,105.9822,76.7506,0,0,21.550412039393933,1.6680939424897095e-130,1.6680935628919491e-130
3091,-16772.18365078,0.00000010,19.415645,20.194872,19.049913,90.097862,90.024039,90.005126,7469.392327,6.764854,23.72739,22.68434,23.23968,23.217136666666665,4.13424,4.15091,4.17372,4.152956666666667,151.72513,66.24564,164.79611,235.0307,102.7760,76.7526,-29.5765754,-40.00967771666668,0,2.2629230995461383e-140,2.2629225845868074e-140
3092,-16772.94988769,0.00000020,19.476354,20.189434,18.982391,90.293998,90.089694,89.891368,7464.069605,6.769678,22.66484,22.85678,22.66919,22.73027,4.17319,4.16279,4.12837,4.1547833333333335,157.57514,67.12678,166.40331,244.5403,111.7712,76.0380,-29.57425376666668,0,21.52440727575758,1.686100051744552e-127,1.6860996680492535e-127
3093,-16773.63959244,0.00000014,19.400041,20.269921,19.021573,89.934883,90.046010,90.065068,7479.979992,6.755278,22.22095,23.23102,22.25970,22.570556666666665,4.12882,4.11038,4.14727,4.128823333333333,157.69076,68.90590,176.89073,252.5037,109.8620,74.7888,-29.579869183333336,0,21.512829139393936,6.507485158168094e-116,6.507483677300183e-116
3094,-16775.15349840,0.00000001,19.390105,20.211103,19.092273,90.056882,90.001878,89.790350,7482.120476,6.753346,22.99072,22.55075,23.31708,22.95285,4.12230,4.14246,4.11695,4.127236666666666,153.43883,66.72094,170.44311,243.7536,109.9217,74.3703,-29.605595483333335,-40.05908538333331,21.525337527272733,1.7616270046372231e-90,1.7616266037547257e-90
3095,-16774.49848821,0.00000001,19.378402,20.213735,19.054259,89.914496,89.885333,89.808672,7463.676683,6.770034,23.55073,23.20756,24.74749,23.83526,4.17078,4.10865,4.13125,4.136893333333333,154.46698,65.40733,173.64616,249.6331,110.2445,75.6889,-29.541935099999996,-40.04244264166668,21.544331827272735,1.7467351913560864e-101,1.7467347938624262e-101
3096,-16770.83126314,0.00006328,19.498594,20.179465,19.001586,90.082296,89.894275,89.917231,7476.548630,6.758379,23.44129,22.84734,22.38627,22.89163333333333,4.13494,4.14333,4.15433,4.1442,155.77530,67.29552,164.51444,235.6738,108.2178,75.6110,-29.571119400000008,-40.074411808333345,21.542066609090902,4.320732454396049e-163,4.320731471153846e-163
3097,-16774.13486793,0.00004496,19.433825,20.155904,19.089137,89.841069,89.838677,90.292500,7477.179200,6.757809,21.61666,21.95845,21.86902,21.81471,4.09329,4.14251,4.14883,4.12821,156.60877,68.02385,168.73706,241.6694,106.5443,73.7951,-29.541935099999996,-40.04244264166668,21.544331827272735,1.360426930238483e-107,1.3604266206545904e-107
3098,-16773.60159764,0.00000106,19.399532,20.213760,19.047010,90.052838,89.978796,90.041607,7469.040679,6.765172,23.38274,23.47949,23.15199,23.33807333333333,4.18552,4.07447,4.14341,4.134466666666667,154.35683,66.50548,168.08434,237.5383,104.9354,74.8115,-29.605595483333335,-40.05908538333331,21.525337527272733,1.4966789100910076e-116,1.4966785695010997e-116
3099,-16776.18303838,0.00003883,19.426199,20.198626,19.026956,89.850378,89.681224,90.292406,7465.605961,6.768285,22.81272,23.00145,22.27930,22.697823333333332,4.15141,4.11772,4.14819,4.139106666666667,157.25649,68.13453,173.40463,248.3654,108.0748,77.3407,-29.5856816,-40.06789397499999,21.516834912121197,3.478759454151199e-73,3.4787586625115536e-73
31,-16773.22928415,0.00000031,19.525386,20.227284,18.966451,90.188715,90.248938,89.858992,7490.581072,6.745718,24.62980,22.98309,23.23528,23.616056666666665,4.11894,4.13579,4.09607,4.116933333333333,147.98023,65.16529,162.31893,230.0751,101.3636,71.9364,-29.60983443333333,-40.07344211666666,0,8.327934273247136e-123,8.327932378110947e-123
310,-16770.82381200,0.00003522,19.494410,20.227387,18.981794,90.013748,90.060783,89.885523,7484.900166,6.750838,22.74473,22.67664,23.22567,22.882346666666667,4.04152,4.08986,4.08145,4.070943333333333,153.08711,66.06227,170.14405,242.7492,107.1016,74.3004,-29.603043783333327,-40.05056685833333,0,3.238797029261274e-163,3.238796292228385e-163
3100,-16771.78360362,0.00000174,19.371864,20.187437,19.085229,89.664109,89.802404,89.944518,7463.451492,6.770239,27.60148,24.39822,22.50410,24.8346,4.17068,4.13556,4.13898,4.148406666666666,152.32364,64.72637,154.58428,230.7353,106.6369,75.2038,-29.5765754,-40.00967771666668,21.520519787878797,4.306984366881928e-147,4.3069833867682917e-147
3101,-16772.56779499,0.00000017,19.422783,20.223331,19.058696,89.931244,89.839374,90.184526,7486.056099,6.749795,22.61696,25.57055,24.82713,24.338213333333332,4.14996,4.16675,4.13933,4.1520133333333336,150.60270,65.44280,168.41022,242.6133,105.7355,70.8464,-29.54137625,-40.050706025000004,21.541745357575767,6.427002875830292e-134,6.427001413277233e-134
3102,-16773.84879762,0.00002220,19.464752,20.107130,19.094954,90.001282,89.996505,90.086525,7473.380376,6.761244,23.29410,23.29919,22.60311,23.065466666666666,4.17963,4.14482,4.10256,4.142336666666667,154.22061,67.16483,167.07803,242.6219,108.1012,75.8074,-29.65590861666668,-40.00683469166666,0,2.1276761613054434e-112,2.1276756771234166e-112
3103,-16769.13923601,0.00003475,19.548875,20.116412,19.014330,90.294974,89.757642,90.131742,7477.260945,6.757735,22.58176,24.28676,24.03987,23.636129999999998,4.11342,4.13124,4.15445,4.1330366666666665,154.41564,64.79411,157.95604,234.2300,112.6608,71.4648,0,-40.04644607500002,21.5204935939394,1.6246231814087692e-191,1.6246228117033794e-191
3104,-16772.41983294,0.00000628,19.434351,20.221701,19.026616,89.911098,89.901004,89.927514,7477.350821,6.757654,23.90812,23.65644,23.65982,23.74146,4.15002,4.10893,4.13305,4.1306666666666665,155.54950,65.63434,160.30820,234.4944,109.7548,74.0021,-29.605713033333334,-40.04644607500002,0,2.100658495303544e-136,2.1006580172697596e-136
3105,-16772.83596399,0.00016540,19.491547,20.233557,18.964113,89.939785,90.048389,90.071866,7479.117252,6.756058,23.02573,23.26941,23.92684,23.407326666666666,4.16123,4.13698,4.15172,4.149976666666667,153.76298,65.01515,156.58890,234.9046,109.7687,72.0950,-29.50809658333333,-40.087360300000014,21.529892021212117,2.056124532641886e-129,2.0561240647424184e-129
3106,-16771.47056628,0.00000012,19.507767,20.170699,18.988306,90.336985,90.004723,90.027254,7471.489233,6.762955,24.00799,23.39660,24.81564,24.07341,4.12760,4.11657,4.10881,4.11766,152.85894,66.75203,163.45415,233.0440,107.3194,76.0239,-29.678020116666676,-40.00715420833335,21.521901624242425,2.3734355205379352e-152,2.37343498042998e-152
3107,-16774.29007190,0.00000050,19.421472,20.220461,19.023317,90.100735,90.033315,90.098899,7470.644079,6.763720,23.64407,22.62003,22.61316,22.959086666666668,4.17004,4.15391,4.17444,4.16613,155.48709,66.89944,168.69821,240.7100,105.5068,76.9758,0,0,21.52794421515151,5.50791413606836e-105,5.507912882666608e-105
3108,-16773.37842566,0.00000015,19.453785,20.243125,19.021439,90.021404,89.984679,90.055219,7490.740801,6.745574,22.26084,22.49984,23.62499,22.795223333333336,4.10761,4.11287,4.13354,4.118006666666667,154.75238,69.26351,173.60529,242.9842,108.5939,76.9882,-29.67777834999999,0,21.576554236363624,2.666885587733864e-120,2.666884980847303e-120
3109,-16776.85730993,0.00005397,19.387328,20.202810,19.069316,89.738303,89.748159,90.049600,7468.888339,6.765310,22.97231,24.58698,24.36853,23.975939999999998,4.19655,4.17428,4.16308,4.177970000000001,152.78388,68.05400,178.60982,247.2945,106.2966,72.2681,-29.59456746666666,0,21.52988166363636,7.390739503045526e-62,7.3907378211809195e-62
311,-16771.80837675,0.00000004,19.501137,20.238296,18.943088,89.953241,90.048665,89.864108,7476.238241,6.758659,22.67252,22.98919,21.51981,22.39384,4.09254,4.11469,4.08592,4.097716666666666,154.30120,67.41650,165.24271,235.0690,106.0255,77.7293,-29.678020116666676,0,21.541010036363634,1.1229064142149985e-146,1.122906158682172e-146
3110,-16772.99950076,0.00000019,19.492636,20.181806,19.032982,90.135217,90.131221,89.695840,7487.364319,6.748616,24.08783,23.03883,23.93124,23.68596666666667,4.17976,4.12416,4.11808,4.140666666666667,152.97234,64.85616,162.30673,235.1899,106.9197,72.1888,0,-40.077405600000006,21.551761893939382,1.1490693346049805e-126,1.1490690731184211e-126
3111,-16769.51878316,0.00004489,19.431912,20.242063,19.015374,89.800526,90.047340,90.197186,7479.452955,6.755754,23.14791,23.51385,23.42093,23.360896666666665,4.09210,4.11605,4.14375,4.1173,151.93777,65.59267,166.19008,238.2649,104.5102,73.4147,-29.644172283333337,-40.03379869999999,0,3.8624612500258205e-185,3.862460371069545e-185
3112,-16772.98118675,0.00000024,19.482895,20.175718,19.025271,89.973403,89.978059,90.120893,7478.461687,6.756650,22.69779,23.28577,22.38838,22.790646666666664,4.15490,4.17625,4.11999,4.150379999999999,150.00850,65.67895,167.62474,237.7974,105.9838,74.1427,0,-40.03832155833333,21.52063691212122,5.658279648582314e-127,5.6582783609628176e-127
3113,-16772.71322797,0.00000031,19.473351,20.216190,19.022610,90.118264,90.102717,89.779312,7488.680021,6.747430,22.31872,22.67926,22.48479,22.49425666666667,4.09199,4.14125,4.11271,4.115316666666667,154.04122,67.35458,172.03996,243.1547,103.8150,75.1313,-29.54137625,-40.050706025000004,0,1.7830972398526655e-131,1.7830968340843201e-131
3114,-16774.57363529,0.00000066,19.503019,20.170529,19.010158,90.148707,90.103812,89.768426,7478.235248,6.756854,22.78381,23.81827,23.24570,23.282593333333335,4.07435,4.09693,4.14156,4.10428,155.12783,67.68292,169.43406,243.1696,108.6688,75.9695,-29.557919933333334,-40.056028558333324,21.52564088787879,3.196262589177838e-100,3.1962618618242466e-100
3115,-16770.66855696,0.00000057,19.438084,20.132430,19.130395,90.100556,90.049097,90.128406,7486.376553,6.749506,23.56152,23.66878,23.46067,23.563656666666663,4.07387,4.11154,4.06702,4.0841433333333335,152.97437,65.68601,166.88498,242.3074,108.3250,72.3154,-29.59456746666666,-40.052528,21.545871033333334,7.983877285750893e-166,7.983875468909611e-166
3116,-16775.40617512,0.00010930,19.413901,20.171238,19.047393,90.088802,90.137049,89.902595,7458.963811,6.774312,23.80022,22.97681,24.26158,23.679536666666664,4.17927,4.17055,4.16864,4.172820000000001,153.79897,65.85297,170.98795,243.2037,107.2943,75.5553,-29.603043783333327,-40.05056685833333,21.519317239393928,3.095252125253688e-86,3.095251420886419e-86
3117,-16771.57581469,0.00000016,19.510730,20.143795,19.050306,90.273522,90.090346,89.844377,7487.031691,6.748916,23.86841,22.80508,24.83460,23.836029999999997,4.11425,4.11819,4.14007,4.12417,152.93939,64.90398,163.17013,231.5241,103.2307,71.9610,-29.536851900000002,-40.06522865000001,21.527841536363635,1.3914669865395622e-150,1.391466669892077e-150
3118,-16774.02572436,0.00000005,19.451074,20.225805,19.023297,89.818522,90.278531,89.970103,7483.896880,6.751743,22.26284,22.88581,22.56254,22.570396666666667,4.17254,4.15422,4.15836,4.161706666666666,155.50323,68.84424,173.75186,248.4017,106.5289,75.7450,-29.606152216666672,-40.04317078333333,21.532810372727276,1.9959237372733913e-109,1.9959232830734442e-109
3119,-16771.93644285,0.00019804,19.404936,20.203759,19.098721,89.719590,90.037865,90.140682,7487.590503,6.748412,21.66146,22.74490,22.05995,22.15543666666667,4.07764,4.06615,4.09468,4.07949,155.27714,67.59842,173.64046,246.4887,109.1654,73.5544,-29.557919933333334,-40.056028558333324,21.52564088787879,1.591326711742106e-144,1.5913263496137868e-144
312,-16774.17593263,0.00000005,19.384396,20.209664,19.069627,89.754932,89.975725,89.963907,7470.496702,6.763854,22.34837,23.27402,23.44399,23.022126666666665,4.12835,4.12863,4.12498,4.12732,157.54569,67.05745,167.74048,245.0071,109.8905,74.8246,-29.60780406666667,-40.04197885833332,0,6.660883194628684e-107,6.660881678852935e-107
3120,-16770.27181909,0.00000407,19.453642,20.197597,19.070346,89.954254,89.727578,90.306482,7492.865429,6.743661,23.51725,24.27470,23.49612,23.762690000000003,4.12139,4.13371,4.13753,4.1308766666666665,153.75739,64.05092,168.32852,239.2707,106.7701,65.0288,-29.536851900000002,-40.06522865000001,21.527841536363635,1.7270741266268585e-172,1.7270737336073445e-172
3121,-16773.36325621,0.00006025,19.467527,20.127356,19.089334,90.280798,90.019829,90.136353,7479.659362,6.755568,23.30922,21.52799,23.36768,22.734963333333337,4.14370,4.12620,4.09854,4.122813333333333,156.91195,67.28334,170.82523,245.4963,109.1996,77.9823,-29.534699049999997,-40.09080061666667,21.540324993939382,1.4830945547714448e-120,1.483094217272844e-120
3122,-16774.67047296,0.00002165,19.457669,20.229844,18.992636,89.745812,89.812128,89.937479,7475.869853,6.758992,23.00762,23.40209,22.37148,22.927063333333336,4.15448,4.12585,4.14592,4.142083333333333,156.07883,67.16860,168.70473,244.9770,107.9103,74.8698,-29.557919933333334,-40.056028558333324,21.52564088787879,1.3534546470195136e-98,1.3534543390222602e-98
3123,-16772.63308448,0.00000004,19.477788,20.134763,19.092678,90.028656,89.870284,90.010984,7487.758688,6.748261,23.82502,22.50598,22.50579,22.94559666666667,4.07195,4.12161,4.09696,4.09684,155.32379,67.44452,164.77433,236.3110,111.1103,73.2355,-29.555055183333348,-40.05386681666665,21.54801524848485,8.031999122874691e-133,8.031997295082622e-133
3124,-16770.22903076,0.00000033,19.427724,20.189195,19.054364,89.949605,89.909287,90.116570,7473.667750,6.760984,23.35678,24.58132,23.50755,23.815216666666668,4.13702,4.17352,4.13860,4.149713333333334,148.72883,65.55299,161.48994,229.3017,101.0244,74.1919,-29.536851900000002,-40.06522865000001,0,3.2998839807791784e-173,3.299883229845111e-173
3125,-16775.14001199,0.00000183,19.364059,20.220479,19.103150,89.855741,90.135320,90.146573,7479.780069,6.755459,23.37093,23.28407,23.68086,23.445286666666664,4.14384,4.15382,4.16252,4.153393333333334,155.13170,67.55520,169.44490,242.8248,106.1813,75.5853,-29.599624316666667,0,21.52919926363637,1.0455679030280437e-90,1.045567665094661e-90
3126,-16773.59271355,0.00000039,19.458284,20.173676,19.055685,90.079370,89.984219,90.210747,7480.158049,6.755118,23.05592,23.67978,22.59838,23.11136,4.10295,4.13964,4.09101,4.1112,153.26096,67.47910,168.36999,240.3587,107.2636,76.3128,-29.65459311666666,0,21.555755769696972,1.0614083398164343e-116,1.061408098278342e-116
3127,-16771.82302285,0.00007964,19.464502,20.206183,19.031478,90.054119,89.707632,90.184161,7485.003213,6.750745,22.41748,23.22437,22.96828,22.87004333333333,4.10111,4.12645,4.12352,4.117026666666667,154.54011,67.37998,170.84343,242.5551,106.3347,75.3063,-29.587548466666668,0,21.534279375757578,1.9787330766864461e-146,1.9787326263984707e-146
3128,-16769.93709904,0.00000006,19.409889,20.170143,19.070987,90.199055,90.183293,89.770478,7466.153040,6.767789,23.11187,24.11200,22.67344,23.299103333333335,4.13336,4.15094,4.14219,4.142163333333333,158.03610,67.17854,168.76944,244.7127,107.8359,77.3049,-29.65459311666666,0,21.555755769696972,4.11397477091091e-178,4.113973834719267e-178
3129,-16776.07546181,0.00000081,19.432311,20.199549,19.043533,89.909875,90.043856,90.000416,7475.030601,6.759751,23.18799,22.58196,22.24309,22.67101333333333,4.14430,4.15325,4.16806,4.155203333333334,155.36087,66.94573,163.07262,234.9526,107.0406,76.7028,-29.55790813333334,-40.07118346666665,0,5.422724787453601e-75,5.422723553437859e-75
