taskid,energy,Gnorm,a,b,c,alpha,beta,gamma,V,Static_xx,Static_yy,Static_zz,ε0,HighFreq_xx,HighFreq_yy,HighFreq_zz,ε∞,Bulk0,Shear0,Young0,C11,C12,C44,V_La_avg,V_Ce_avg,V_O_avg,Weight,Wi
4268,-15917.40667349,0.00000024,19.466194,20.284057,19.247430,90.159854,89.771997,90.372562,7599.663046,6.608644,20.90259,20.01884,20.80527,20.575566666666667,3.94193,3.92836,3.87496,3.9150833333333335,145.65216,63.35491,162.56470,227.1447,101.5607,69.9590,-29.497635062500013,-39.98597518999999,21.42538625312498,7.436488546352838e-149,7.436089462034112e-149
4269,-15915.69237952,0.00003932,19.502927,20.375159,19.111596,90.146751,90.360307,89.724347,7594.212793,6.613387,21.07402,20.54942,20.45044,20.691293333333334,3.91426,3.93169,3.93792,3.9279566666666668,144.29482,64.18137,163.77587,228.3600,100.3527,70.1498,-29.470585325000012,-40.01796234,0,1.1816714310577754e-177,1.1816080158403535e-177
427,-15917.61061847,0.00000004,19.499088,20.407720,19.061443,90.169740,89.811952,90.378155,7584.917847,6.621492,22.91904,21.34719,20.70267,21.6563,3.95918,3.94847,3.95615,3.9546000000000006,139.98049,63.24402,164.37351,223.6330,89.7543,71.4531,-29.500978312500013,-40.01434873000001,21.431919803125002,1.9837766955689107e-145,1.9836702348158117e-145
4270,-15918.40650013,0.00000069,19.539526,20.349038,19.104307,89.894682,90.117704,89.889330,7596.031023,6.611804,21.51821,21.41786,21.32250,21.419523333333334,3.96416,3.95913,3.96601,3.9630999999999994,143.35458,63.50632,165.20397,229.2652,99.8613,68.2951,-29.45314695,-40.00427353999999,21.417639025,4.6528195681462164e-132,4.652569871355058e-132
4271,-15918.25609628,0.00000001,19.609029,20.327564,19.076978,90.020172,90.050425,89.986489,7604.152053,6.604743,24.65883,21.96799,21.16740,22.598073333333332,3.91115,3.91852,3.91602,3.9152299999999998,140.44082,61.16105,154.72429,215.7933,93.8190,66.2886,-29.424511024999997,0,21.413472290625016,1.3837025371484834e-134,1.3836282797915447e-134
4272,-15915.35036951,0.00000305,19.539069,20.336027,19.119982,89.952066,89.916225,90.291278,7597.158714,6.610823,22.02824,20.83952,21.44243,21.43673,3.94431,3.95772,3.93245,3.9448266666666663,144.89117,63.21738,157.32551,223.8936,103.5087,68.7245,0,-40.015478529999996,21.40451322812502,2.1231537444121906e-183,2.1230398038930383e-183
4273,-15922.54147171,0.00000003,19.582223,20.282739,19.098168,89.952809,90.292852,89.793698,7585.280972,6.621175,21.03341,21.34166,21.43833,21.271133333333335,3.96392,3.99459,3.97757,3.9786933333333336,145.31416,64.99420,161.63726,227.9728,101.5571,68.3745,-29.401950924999994,-40.05697894,21.42594461562499,1.3557556745891502e-62,1.3556829170199856e-62
4274,-15919.09335527,0.00000032,19.571523,20.272866,19.106250,90.129982,89.965259,90.032185,7580.781227,6.625105,21.48750,21.57240,22.69064,21.916846666666668,3.92526,3.95166,3.93575,3.937556666666667,145.00335,63.86521,159.46314,228.3515,103.5276,68.5433,-29.414668487499988,-40.04165662999999,21.434612553124996,1.6083283409208482e-120,1.608242028864261e-120
4275,-15915.11815896,0.00000039,19.478979,20.344068,19.159861,89.657810,90.253374,89.947969,7592.488776,6.614889,21.53302,21.56686,21.37664,21.49217333333333,3.93451,3.92304,3.92118,3.9262433333333333,145.10806,63.47519,162.06516,229.7307,102.3782,66.9218,-29.497635062500013,-40.01557797000001,21.42538625312498,2.6669562802777326e-187,2.666813156218097e-187
4276,-15915.48538761,0.00000202,19.606889,20.236556,19.065031,90.031548,90.392249,89.754270,7564.297204,6.639542,21.48100,20.89241,22.16010,21.511170000000003,3.99125,3.96082,3.99874,3.9836033333333334,147.63722,65.04342,168.56490,234.9556,103.3734,67.2346,-29.500978312500013,-40.01434873000001,21.431919803125002,3.937183840811439e-181,3.9369725491082357e-181
4277,-15921.09215082,0.00000003,19.472766,20.297183,19.121698,90.074338,90.102148,89.593986,7557.495969,6.645517,22.04522,22.13860,23.01699,22.400269999999995,3.98628,3.97374,4.01225,3.9907566666666665,146.98853,65.06911,168.94317,233.5458,101.1928,71.5544,0,-39.974133970000004,21.429425725000005,6.090628088007656e-87,6.090301230224447e-87
4278,-15920.09285778,0.00003264,19.495267,20.331529,19.147500,89.993159,90.025413,90.026447,7589.465778,6.617524,21.83229,21.07104,20.39346,21.09893,3.95461,3.93981,3.88826,3.9275599999999997,144.64187,66.02280,170.33259,233.6141,97.9891,68.7289,-29.414668487499988,-40.04165662999999,21.434612553124996,9.937516631067874e-104,9.936983327341281e-104
4279,-15920.97498921,0.00000060,19.458017,20.305553,19.183039,89.793587,90.436397,89.721617,7578.970420,6.626688,23.24669,22.38019,20.83453,22.153803333333332,3.98104,3.95688,3.98628,3.974733333333333,145.91463,64.18918,161.92821,226.3375,98.4830,68.7315,-29.48326740000001,0,21.395243728124992,6.552901806233463e-89,6.55255014021035e-89
428,-15918.09391449,0.00000213,19.621387,20.255200,19.063597,90.157366,89.737341,90.012614,7576.434642,6.628906,21.59031,21.96981,22.31162,21.957246666666666,3.94551,3.96675,3.97690,3.9630533333333333,145.88619,63.06123,156.11234,224.0810,102.7111,65.7973,0,-40.00535105,21.419509834375013,2.609207268062042e-137,2.6090672431432246e-137
4280,-15918.86193854,0.00003976,19.537013,20.290003,19.108620,90.084915,90.323841,89.787200,7574.590959,6.630519,22.00291,22.81100,25.24584,23.353250000000003,3.96364,3.95762,3.98037,3.96721,147.13246,63.31560,159.59807,229.4971,106.7141,69.2581,-29.497391862500006,-40.02259975,21.42980106874999,2.0832661451839217e-124,2.083154345260464e-124
4281,-15915.06788911,0.00000015,19.516077,20.257084,19.174325,89.877433,89.851166,90.203203,7580.264165,6.625557,23.75110,21.15416,21.31085,22.072036666666666,3.95599,3.90407,3.92804,3.9293666666666667,141.78033,63.42703,159.50863,225.2863,102.1442,67.2820,-29.456405137500006,-40.04804340999999,21.427724190624982,3.81521998999591e-188,3.8150152435674035e-188
4282,-15915.10522432,0.00000005,19.487089,20.296757,19.170257,89.941334,90.263261,90.001818,7582.226503,6.623842,21.35367,20.24542,21.49463,21.03124,3.93426,3.93885,3.96505,3.9460533333333334,149.99418,64.45261,171.44188,238.8684,103.6747,67.1669,-29.486895150000016,-40.00154988,21.44003928125,1.6170502204980168e-187,1.6169634403757088e-187
4283,-15916.10926903,0.00000001,19.480467,20.292184,19.192418,89.871915,89.986503,90.198384,7586.722044,6.619917,21.00004,20.41647,20.98192,20.799476666666667,3.95596,3.95970,3.94011,3.9519233333333332,141.00699,64.29076,162.44005,222.2285,95.4937,70.8114,-29.473956800000007,-40.009187650000015,21.425141643750003,1.191056224628732e-170,1.1909923057698501e-170
4284,-15922.99501215,0.00000004,19.550324,20.304750,19.113214,90.108341,89.819097,90.227883,7587.155079,6.619539,21.21752,20.46433,21.40885,21.03023333333333,4.00040,3.97610,3.96703,3.9811766666666664,148.67094,64.41428,168.82929,237.3602,104.0208,70.0804,-29.403356799999994,-40.04350324,21.429674131250014,5.640602339049417e-55,5.640299632210342e-55
4285,-15920.01958536,0.00000009,19.481799,20.333389,19.150797,89.858779,89.684101,90.159957,7586.055726,6.620499,20.47345,21.43160,21.21437,21.039806666666667,3.91649,3.97097,3.96249,3.9499833333333334,143.22126,65.92527,171.52772,234.6433,99.1988,70.1136,0,-40.00535105,21.419509834375013,5.839227403584426e-105,5.838914037393418e-105
4286,-15916.97813796,0.00000004,19.535923,20.271423,19.123591,90.094322,89.915199,90.270213,7573.240399,6.631702,22.42681,20.73440,21.48159,21.5476,3.95913,3.94540,3.95986,3.9547966666666667,145.35385,63.14644,161.73131,224.9096,100.0295,68.1352,-29.539291612499987,-39.974133970000004,21.412138390625007,4.702056690747331e-156,4.701804351611818e-156
4287,-15921.47944945,0.00004995,19.484334,20.296576,19.181713,89.934457,89.983640,90.125240,7585.677924,6.620828,21.10224,20.18803,22.35461,21.21496,3.97059,3.94334,3.96092,3.9582833333333336,146.44051,64.39814,161.47825,231.2752,102.7408,70.3154,-29.452605799999997,-40.01340614000001,21.427054093749994,1.9543066204793402e-80,1.954201741258273e-80
4288,-15918.44703114,0.00002045,19.559021,20.285218,19.108511,89.985119,89.862041,90.086586,7581.442571,6.624527,21.18897,21.35053,23.47659,22.005363333333335,3.96493,3.90947,3.92884,3.934413333333333,150.33314,65.12166,164.66850,235.0135,108.4072,70.4204,-29.48326740000001,0,21.395243728124992,2.2315530283135148e-131,2.2314332704715637e-131
4289,-15916.50291789,0.00000029,19.487518,20.333353,19.157152,90.017810,89.980104,90.024497,7590.954564,6.616226,22.09305,20.70225,22.30390,21.69973333333333,3.94860,3.96143,3.98071,3.9635800000000003,141.79599,62.49771,155.90341,221.0619,102.9289,69.6112,-29.425303887500007,0,21.424298715625003,4.885871651732141e-164,4.88560944803918e-164
429,-15914.18089906,0.00000001,19.561833,20.246860,19.165218,90.078703,90.393287,89.919009,7590.491640,6.616629,21.53307,20.18197,21.52691,21.080650000000002,3.88078,3.92275,3.92130,3.908276666666667,146.82880,61.84808,156.23052,226.5750,100.8997,67.8088,-29.457135387499996,-40.04465973,0,4.794491683194848e-203,4.7942343834713155e-203
4290,-15919.24797814,0.00010288,19.595216,20.292658,19.102005,90.293499,89.999189,90.197032,7595.557893,6.612216,21.19815,20.86494,22.79640,21.619829999999997,3.91213,3.92893,3.95844,3.9331666666666667,144.28027,64.12524,163.88434,227.9631,101.4474,67.9159,-29.434516824999996,0,21.44320832812499,6.366849812961348e-118,6.366508131547573e-118
4291,-15916.78044774,0.00000047,19.591652,20.300815,19.061688,90.098701,89.963809,89.754021,7581.255703,6.624690,20.84070,21.62104,22.90168,21.787806666666665,3.97508,3.99819,3.96833,3.9805333333333337,143.31348,62.26363,156.90126,226.3624,103.6290,68.0546,-29.448106024999994,-40.02683987999999,21.447214893749997,2.245113666640564e-159,2.244993181057546e-159
4292,-15916.86218073,0.00000003,19.450986,20.345992,19.156216,89.711298,90.349380,89.670724,7580.700773,6.625175,22.37366,21.37373,20.50449,21.417293333333333,3.99058,3.94600,3.92150,3.952693333333334,147.62072,64.35588,168.05542,235.3317,102.6320,70.6083,-29.4845632625,-39.99891087000001,21.411318909374998,5.3001984851612636e-158,5.299914046331246e-158
4293,-15915.99764045,0.00000758,19.557911,20.293865,19.151942,89.689484,89.857727,90.360989,7601.226142,6.607285,21.23629,21.50673,21.51981,21.420943333333337,3.98163,3.92884,3.94349,3.9513200000000004,144.09230,63.42418,163.26163,231.0538,101.6526,67.2721,-29.439217537500003,-40.029118869999984,21.444357637500016,1.5872840613586556e-172,1.5871988786579356e-172
4294,-15916.86759587,0.00000362,19.488821,20.343323,19.123997,90.013374,89.955421,90.102112,7582.026476,6.624017,21.87949,22.11473,21.85955,21.951256666666666,3.96485,3.96541,3.95019,3.96015,145.51881,63.59732,166.82577,231.8831,98.7531,70.0961,-29.47460721249999,-40.014943699999975,21.423172868749994,6.53525415335094e-158,6.5349034344013664e-158
4295,-15917.70507112,0.00000063,19.439178,20.291953,19.254860,89.951463,89.840151,89.961747,7595.216437,6.612513,22.03976,20.78061,20.91563,21.24533333333333,3.93778,3.94625,3.90024,3.9280899999999996,138.37864,62.02034,149.73612,207.3496,94.8386,66.2757,-29.448106024999994,-40.02683987999999,21.447214893749997,7.659977032923259e-144,7.6595659549398e-144
4296,-15917.88146156,0.00000026,19.429533,20.316752,19.179142,89.739141,90.088228,89.698187,7570.677855,6.633946,23.16759,20.97192,20.54602,21.561843333333332,3.92834,3.93379,3.93174,3.93129,149.39048,63.39523,165.15234,235.4243,104.9919,63.5170,-29.43820015,-40.01077967,21.433392209375008,7.038116308808599e-141,7.037738603412468e-141
4297,-15917.89189583,0.00001510,19.451947,20.291298,19.169208,90.088485,90.090523,89.862406,7566.146818,6.637919,22.33675,22.04807,22.35733,22.24738333333333,3.97292,3.96904,3.97234,3.9714333333333336,139.50838,62.87604,160.37618,222.0753,97.1690,67.4487,-29.557563312500008,-39.966434019999994,21.41216965625001,1.0537666763459972e-140,1.0537101252260023e-140
4298,-15920.26997289,0.00008515,19.466879,20.314350,19.152050,89.712731,89.788567,90.246740,7573.594406,6.631392,21.82869,20.44020,20.06129,20.776726666666665,3.94162,3.93087,3.95137,3.9412866666666666,149.90237,63.95482,161.21496,229.6089,104.6975,68.1359,0,0,21.427284650000015,9.390327967134135e-101,9.389824028666938e-101
4299,-15918.07064393,0.00012477,19.506580,20.303562,19.174003,89.953443,89.769357,89.875460,7593.840523,6.613712,22.59691,21.41958,20.57771,21.5314,3.91577,3.89861,3.93561,3.9166633333333336,142.44963,65.66500,168.39648,227.1155,93.6681,71.2434,0,0,21.426966346875002,1.0606702246486953e-137,1.0606133030449896e-137
43,-15919.33582836,0.00002333,19.467375,20.301055,19.170246,89.805460,90.241108,89.939915,7576.124383,6.629177,21.27229,19.86479,21.66859,20.93522333333333,3.98305,3.95640,3.92772,3.9557233333333333,148.50807,64.90492,168.90114,235.7342,103.0482,68.2514,-29.522117275,-39.99817078999999,0,1.9043349873596112e-116,1.9042327899009154e-116
430,-15922.49985805,0.00000008,19.512500,20.318554,19.126572,90.285771,90.053827,89.842021,7582.905121,6.623249,20.82855,21.81836,21.37049,21.339133333333333,3.96926,3.95078,3.98394,3.9679933333333337,143.17295,64.15759,166.63445,230.6593,97.2391,69.8823,-29.40209072500001,-40.05239839000001,21.427962703124983,2.7108326719714867e-63,2.7106871932548407e-63
4300,-15920.22609894,0.00000008,19.543398,20.273044,19.098297,89.875819,89.922768,89.803815,7566.755599,6.637385,22.52276,22.64321,21.35517,22.173713333333335,4.01784,3.99590,4.00298,4.005573333333333,149.62910,64.15222,166.43194,237.0433,105.0759,67.7471,0,-39.98016004000001,0,1.720405571486408e-101,1.7203132447274614e-101
4301,-15921.67135113,0.00000357,19.553587,20.344531,19.107547,89.888099,89.986436,90.021080,7601.130456,6.607369,22.22930,21.94156,22.14339,22.10475,3.94961,3.97043,3.96754,3.9625266666666668,145.35979,64.43829,156.97415,222.5737,101.4793,70.2389,-29.523092912499997,-40.04408729999998,21.408515915624992,3.271892593023798e-77,3.271717004637116e-77
4302,-15921.14561632,0.00000230,19.535088,20.286822,19.133917,90.051011,89.995278,89.959020,7582.859386,6.623289,23.81215,22.75792,22.48884,23.019636666666667,3.96829,3.99134,4.00534,3.9883233333333337,145.88132,61.84560,149.51869,220.7986,102.5693,68.1864,0,-39.98762857,21.394116078124988,4.817735461799858e-86,4.817476914682816e-86
4303,-15920.00584415,0.00000080,19.513810,20.357618,19.079281,89.796648,89.813793,89.826638,7579.211789,6.626477,22.58858,20.68081,21.29051,21.519966666666665,3.98406,3.94579,3.98891,3.9729200000000002,145.07990,64.03685,164.16557,227.8458,96.1407,68.7252,-29.497391862500006,-40.02259975,21.421257134375004,3.4317308653030375e-105,3.4315466990845466e-105
4304,-15914.96704298,0.00000040,19.561188,20.291184,19.106317,89.830000,90.116283,89.657697,7583.488178,6.622740,21.51784,21.35982,21.70398,21.527213333333332,3.88497,3.95864,3.93495,3.9261866666666667,146.63488,63.35415,161.89088,229.2653,103.3909,68.9328,-29.4845632625,0,21.453577640625006,7.715768073114831e-190,7.715354001066482e-190
4305,-15919.48383023,0.00004926,19.535202,20.272724,19.175325,90.126883,89.923183,89.904826,7594.001883,6.613571,22.68569,22.18957,21.30133,22.058863333333335,3.99774,3.94755,3.91738,3.954223333333333,145.69172,63.47644,163.08536,229.1659,101.4854,67.5565,-29.451152225000005,0,21.41365847812501,5.835328807907224e-114,5.835015650937058e-114
4306,-15918.48749084,0.00000111,19.524523,20.265075,19.148292,89.887493,90.098660,90.155671,7576.272931,6.629047,20.78218,20.64725,23.60575,21.678393333333332,3.94964,3.96132,3.93358,3.9481800000000002,146.55515,63.35392,167.42283,237.5671,104.5062,70.3390,-29.557563312500008,0,21.44040178437502,1.0673337839930114e-130,1.067276504784769e-130
4307,-15920.08468252,0.00000034,19.517821,20.260092,19.140532,89.961090,90.378668,89.567513,7568.412053,6.635932,21.43243,21.79162,20.61830,21.280783333333336,3.98445,3.96945,3.96169,3.9718633333333333,151.12747,64.15654,166.45127,238.2040,107.5946,66.8383,-29.497391862500006,-40.02259975,21.421257134375004,7.243351238059408e-104,7.242962518588368e-104
4308,-15913.72148503,0.00000121,19.540251,20.246464,19.196965,90.338046,89.692736,90.180828,7594.443689,6.613186,21.00117,21.16333,22.56423,21.576243333333334,3.90103,3.89640,3.90901,3.902146666666667,142.13259,61.90650,159.73158,222.2319,99.2373,67.9327,-29.522117275,-39.99125717,21.412835903124993,9.181772928860293e-211,9.181280182643961e-211
4309,-15919.27705331,0.00000002,19.519498,20.309063,19.115392,90.031821,89.804090,90.125529,7577.712233,6.627788,22.35175,21.17825,21.25932,21.59644,3.96663,3.95291,3.99269,3.970743333333333,147.59259,64.56359,165.90933,231.1026,101.5692,69.6665,-29.5264432,0,21.420458053125003,1.9604960145967107e-117,1.9603908032175127e-117
431,-15917.59016247,0.00000057,19.569458,20.286432,19.104767,90.084727,89.880509,90.021534,7584.461919,6.621890,21.01342,22.28263,21.89125,21.7291,3.94526,3.98006,3.98646,3.9705933333333334,142.96066,63.80266,158.75658,221.0884,98.4066,67.8208,0,-40.00286637999999,0,8.991809737993898e-146,8.991327186284037e-146
4310,-15920.78013976,0.00000007,19.510406,20.337312,19.114342,90.210654,89.944875,90.177811,7584.273319,6.622054,22.18910,20.96396,21.54976,21.567606666666666,3.96912,3.93565,3.94878,3.9511833333333333,148.00784,64.73224,169.63826,234.8148,102.7301,70.8849,-29.433141987500004,-40.03655084,21.436817359375016,3.4922632066995896e-92,3.4920757919709886e-92
4311,-15920.41966917,0.00000029,19.511753,20.322916,19.139998,89.824038,90.044539,90.001098,7589.655032,6.617359,20.53107,22.24251,20.65481,21.142796666666666,3.94951,3.91893,3.97059,3.946343333333333,146.33323,64.90098,168.71779,234.4331,102.1482,65.8014,-29.422968049999987,-40.03493339999998,21.465796328125,3.0723280217723205e-98,3.072163143156852e-98
4312,-15922.33751937,0.00000113,19.523180,20.310189,19.147326,89.945244,90.038528,89.887814,7592.267982,6.615081,20.88427,20.55590,20.78245,20.740873333333337,3.95512,3.91717,3.96964,3.94731,147.78573,64.74553,164.07726,230.7562,101.0141,69.5998,-29.449627049999997,-40.03323888000002,21.4192573,5.080809568345065e-66,5.080536903173522e-66
4313,-15919.64804686,0.00000004,19.537663,20.232758,19.159784,90.140069,90.174470,89.818616,7573.782696,6.631227,22.09579,21.79656,21.40241,21.76492,3.96945,3.98226,3.97648,3.9760633333333337,144.49681,64.11075,159.04697,223.5888,97.6015,69.4242,0,0,21.41745133749999,3.3479834135669425e-111,3.34780374171357e-111
4314,-15919.67814938,0.00000254,19.538749,20.225191,19.155655,90.240629,89.843385,90.541307,7569.402547,6.635064,21.15113,20.23902,21.09122,20.827123333333333,3.95537,3.92966,3.94390,3.9429766666666666,148.44720,65.79057,170.10745,236.5758,104.2826,69.3946,-29.494798787499995,-39.99617841,0,1.0727125868190987e-110,1.0726550189536699e-110
4315,-15922.47538652,0.00000008,19.517148,20.263683,19.156212,90.279872,89.913925,90.061702,7575.973604,6.629309,20.60116,20.86731,21.58728,21.018583333333332,3.93884,3.97812,3.95612,3.9576933333333333,145.36587,65.69645,166.52208,229.2004,100.9672,72.9823,-29.46542733749999,-40.009887639999995,21.421782909374993,1.0519596964829017e-63,1.0519032423357351e-63
4316,-15918.99482760,0.00000000,19.580729,20.304236,19.085513,90.015287,90.212569,89.751578,7587.736854,6.619032,21.49089,21.33962,21.71126,21.513923333333334,3.94300,3.91628,3.93911,3.9327966666666665,138.84175,60.73658,148.40593,211.6256,94.5775,66.8942,-29.5077196625,-39.978468199999995,21.428916293749996,3.557809647685566e-122,3.5576187153617204e-122
4317,-15914.07095941,0.00000083,19.481692,20.286276,19.194153,89.989473,89.734149,90.138039,7585.636414,6.620864,21.16434,21.71646,21.73592,21.538906666666666,3.93197,3.94037,3.92204,3.93146,141.40104,61.64746,162.03953,226.5789,98.7663,68.3765,-29.50769812499999,-39.997199049999985,21.42636425000001,6.820838034680391e-205,6.8204719896736324e-205
4318,-15919.18830646,0.00000137,19.540077,20.247370,19.155550,90.175993,89.687591,89.966652,7578.459357,6.627135,21.00269,21.34255,21.41078,21.25200666666667,3.98185,4.03105,3.97055,3.994483333333333,145.57640,64.25230,165.24686,231.0313,103.9367,70.2959,-29.478207799999996,0,21.408244940625,6.331177676888497e-119,6.33083790984466e-119
4319,-15911.45886382,0.00000002,19.501770,20.265504,19.252211,90.164857,90.125983,90.041977,7608.676238,6.600816,22.71202,21.85644,21.66749,22.07865,3.93719,3.94385,3.89752,3.9261866666666667,144.39584,61.30071,147.42167,216.9319,105.6674,67.6586,-29.449627049999997,-39.99580607000001,21.414093468749982,8.965265637151482e-249,8.964784509949215e-249
432,-15920.87359135,0.00003421,19.512016,20.308483,19.124346,90.199476,89.752099,90.305280,7577.979059,6.627555,21.28885,21.21949,21.34291,21.28375,3.94757,3.91909,3.94510,3.937253333333333,147.85093,64.23967,168.21914,233.1638,102.7348,67.9011,0,-40.012873079999984,21.463041915625,1.2972527020705295e-90,1.2971830841039858e-90
4320,-15920.03052858,0.00003677,19.439708,20.353439,19.197873,89.827143,90.048962,89.889163,7595.873228,6.611942,21.58138,21.18313,21.83224,21.53225,3.96669,3.94828,3.98274,3.9659033333333333,141.90864,63.71410,167.83280,231.6894,96.6594,67.1086,-29.40209072500001,-40.05239839000001,21.427962703124983,8.916479051801047e-105,8.91600054276474e-105
4321,-15919.08297856,0.00000031,19.469616,20.318035,19.163809,90.014635,90.138215,89.864394,7580.859317,6.625037,21.71394,20.80367,23.04218,21.853263333333334,3.99063,3.97967,3.96853,3.9796099999999996,148.90379,62.85176,160.59420,231.6037,104.9729,70.5067,-29.451152225000005,0,21.41365847812501,1.0765982243930514e-120,1.0765404480021855e-120
4322,-15921.21132214,0.00007462,19.487823,20.260400,19.159170,90.280791,90.168099,89.801273,7564.467300,6.639393,26.44671,23.03669,22.33137,23.93825666666667,3.95737,4.00570,3.96227,3.9751133333333333,147.44362,62.21959,165.52673,230.9428,99.9908,68.2984,-29.464743875,-40.03041443999998,21.426843421874988,6.118601147426408e-85,6.118272788449552e-85
4323,-15913.82062900,0.00000169,19.575797,20.270182,19.129535,90.180230,89.649614,89.901349,7590.503186,6.616619,21.63445,22.67728,21.16397,21.82523333333333,3.91962,3.96365,3.93442,3.93923,144.01166,60.45905,158.32491,229.0157,104.6021,64.7115,-29.40209072500001,-40.05239839000001,0,4.250812400934728e-209,4.250584278137189e-209
4324,-15919.22729916,0.00000020,19.484117,20.300628,19.146715,89.848320,90.198452,90.078648,7573.209367,6.631729,21.26054,20.26721,22.70940,21.412383333333334,3.92423,3.95602,3.97667,3.952306666666667,148.14961,64.39023,166.07699,234.8666,104.5044,69.8240,-29.482476174999995,-40.00635152,21.421070946875012,2.8610999589973394e-118,2.8609464160824506e-118
4325,-15916.22200036,0.00000011,19.569104,20.323053,19.099430,89.869964,89.842029,89.746615,7595.795953,6.612009,21.93250,22.13772,21.91892,21.996380000000002,3.93330,3.95683,3.96175,3.9506266666666665,137.06498,62.75152,152.91078,215.2355,96.6614,68.1037,-29.45334274999999,-40.01537464999999,21.442116125000005,9.326855656034563e-169,9.326355123852991e-169
4326,-15921.41994488,0.00000017,19.507333,20.308581,19.151540,90.031102,90.047155,89.784259,7587.136359,6.619556,21.45514,21.19182,21.76235,21.46977,3.98703,3.98439,3.97647,3.9826300000000003,148.38909,64.96202,167.54180,236.2599,103.8195,68.9512,-29.48983395,-40.00877856000001,21.432390043749983,1.95595979633595e-81,1.9558548283960532e-81
4327,-15921.96306140,0.00000223,19.519238,20.309346,19.142462,89.906491,89.871373,90.299669,7588.378204,6.618472,20.43651,20.89535,20.31550,20.54912,3.93521,3.89555,3.93650,3.9224200000000002,139.10495,66.54188,173.68939,238.1519,97.1676,70.0680,-29.463939837499986,-40.003996749999985,21.456971099999997,2.6020515076606194e-72,2.60191186676065e-72
4328,-15920.30589379,0.00000010,19.518942,20.304380,19.149384,90.065749,90.167709,89.686717,7589.133155,6.617814,21.75679,21.09082,20.91916,21.25559,3.94876,3.94961,3.93026,3.942876666666667,146.84408,64.32527,165.11192,231.4609,97.8375,69.8168,-29.451741037500007,-40.009832740000014,21.43814242500001,3.768125175595947e-100,3.7679229565433383e-100
4329,-15916.08556522,0.00000005,19.512715,20.348755,19.120169,89.889971,90.088557,89.801481,7591.775093,6.615511,21.92255,20.72089,23.30668,21.983373333333333,3.90729,3.93325,3.94428,3.9282733333333333,143.38230,64.27739,165.59534,227.4039,94.8042,67.4902,-29.4479237375,-40.012159589999996,21.43651944687499,4.761302576071306e-171,4.761047057464241e-171
433,-15918.08726715,0.00000024,19.536056,20.224858,19.140286,90.132001,89.879643,89.834398,7562.525772,6.641097,20.95518,21.78235,22.74822,21.82858333333333,3.97503,3.98290,3.97492,3.977616666666666,146.38497,64.85260,163.54819,231.5774,105.4314,68.1984,-29.403922224999995,-40.02629421,21.415650556249993,2.0176144634552638e-137,2.017506186774868e-137
4330,-15916.96049581,0.00000027,19.535911,20.279323,19.116709,90.143943,89.828066,90.472113,7573.248558,6.631694,20.39062,20.63577,20.41248,20.479623333333333,3.95261,3.95219,3.93988,3.9482266666666668,147.87176,65.91428,168.37277,234.4691,102.2430,69.9001,-29.471763312500002,0,21.424090887499997,2.37636301878635e-156,2.376235489615763e-156
4331,-15918.99792992,0.00000031,19.488840,20.306552,19.167449,89.623169,90.225813,90.005343,7585.316904,6.621143,21.31021,20.84115,20.56295,20.90477,3.97228,3.94503,3.94913,3.95548,147.88699,64.91354,166.99304,235.6428,104.0280,66.5109,-29.464743875,-40.03041443999998,21.426843421874988,4.011431593899385e-122,4.0112163176389846e-122
4332,-15915.29503652,0.00004186,19.590756,20.290835,19.108194,89.975643,89.636660,89.979025,7595.597646,6.612182,22.76869,21.22173,22.26681,22.08574333333333,3.92548,3.90669,3.94205,3.92474,144.10075,63.36018,156.24371,219.1268,100.2892,67.2607,-29.418871100000008,0,21.417298921874995,2.4970550918394656e-184,2.496921085645018e-184
4333,-15920.78041208,0.00000047,19.515121,20.320159,19.120925,89.867365,90.190258,89.875390,7582.329147,6.623752,21.54887,21.12610,20.40582,21.02693,3.97007,3.96381,3.94244,3.9587733333333333,148.75257,64.99390,165.40237,233.9747,106.2402,71.8632,-29.473956800000007,-40.009187650000015,21.441734568749986,3.5292444712655245e-92,3.529055071911696e-92
4334,-15918.34805430,0.00003665,19.593750,20.229576,19.131481,90.159937,89.866408,90.002242,7583.156927,6.623029,21.30993,21.34640,22.80529,21.820539999999998,4.00220,3.95750,3.97826,3.97932,149.59336,63.46408,162.24197,233.1220,108.0869,65.7241,0,-39.99310237999998,21.396783971875017,4.851426779501639e-133,4.851166424316651e-133
4335,-15919.96097666,0.00000010,19.532166,20.257089,19.200954,90.053461,89.968058,90.108000,7597.124066,6.610853,21.55910,22.72686,20.30075,21.528903333333336,3.93937,3.92911,3.92767,3.9320500000000003,143.42119,64.83594,163.40430,231.2438,102.9310,70.4672,-29.4845632625,0,21.453577640625006,6.0502394499892265e-106,6.049914759690306e-106
4336,-15918.76987659,0.00002008,19.544001,20.257143,19.162773,90.052368,89.967038,89.829624,7586.611415,6.620014,22.28682,21.95074,22.60661,22.281390000000002,3.93378,3.92246,3.94914,3.9351266666666667,146.31960,63.71459,160.70795,226.3996,100.9862,67.5603,-29.51460498749999,0,21.440742768750003,5.917960542952e-126,5.917642951492428e-126
