taskid,energy,Gnorm,a,b,c,alpha,beta,gamma,V,Static_xx,Static_yy,Static_zz,ε0,HighFreq_xx,HighFreq_yy,HighFreq_zz,ε∞,Bulk0,Shear0,Young0,C11,C12,C44,V_La_avg,V_Ce_avg,V_O_avg,Weight,Wi
1796,-15920.60588898,0.00005067,19.454948,20.362819,19.138637,90.123272,89.806040,90.064265,7581.850359,6.624171,20.66008,20.72444,20.96990,20.784806666666668,3.97703,3.93392,3.96020,3.95705,148.99845,65.15330,162.26342,231.4903,101.0264,71.6255,-29.436081275,-40.00777152,0,4.128789126765485e-95,4.128567552431638e-95
1797,-15916.07311368,0.00003470,19.517183,20.272297,19.194039,90.168054,90.006781,90.010301,7594.244685,6.613360,22.04832,20.53984,22.44968,21.679280000000002,3.98255,3.96721,3.92959,3.9597833333333328,146.36690,62.90950,163.90446,232.0663,104.5784,67.7791,-29.446170712500003,0,21.444508875000004,2.9413663236483357e-171,2.9412084731832834e-171
1798,-15916.91753551,0.00003774,19.530628,20.254787,19.156720,90.081720,90.057712,89.969961,7578.169745,6.627388,21.86316,22.91574,23.12576,22.63488666666667,3.96063,3.95080,3.94488,3.9521033333333335,144.84070,63.68864,163.62161,228.0539,101.4948,66.7475,-29.455348574999988,0,21.428162624999995,4.510363139188137e-157,4.510121087420103e-157
1799,-15914.47140538,0.00000006,19.535813,20.278350,19.135391,89.939732,90.008963,90.037108,7580.556965,6.625301,21.19832,20.12205,20.48191,20.600759999999998,3.90653,3.93553,3.92072,3.9209266666666664,145.76911,63.38253,165.29507,230.1731,103.4036,68.0924,0,-40.03620561000002,21.43583368437499,3.639434858179574e-198,3.63923954538216e-198
18,-15922.40817457,0.00000066,19.549294,20.214246,19.166879,90.055574,89.801298,90.060568,7574.203419,6.630858,20.96042,20.82833,20.50532,20.76469,3.98934,3.96214,3.92835,3.9599433333333334,151.96045,66.55946,168.69757,237.3705,104.4020,70.1758,0,0,21.432536371874985,7.814263224966687e-65,7.813843867107659e-65
180,-15919.29815171,0.00000022,19.597876,20.305500,19.091918,90.231730,89.683478,89.901530,7597.337353,6.610667,21.13260,22.14059,21.80912,21.694103333333334,3.92604,3.93733,3.94322,3.93553,144.93486,64.83077,165.38403,227.8234,99.6396,68.9571,-29.417717387499994,-40.03620561000002,0,4.43407958735476e-117,4.4338416293964756e-117
1800,-15920.57878384,0.00000024,19.493532,20.342196,19.184243,90.060525,90.069415,90.074116,7607.327797,6.601986,22.57702,20.72518,22.32225,21.874816666666664,3.92286,3.91909,3.95262,3.9315233333333333,141.93622,63.55369,162.32649,229.1937,98.3485,68.4488,-29.380005112499994,-40.03888456,21.41852965312501,1.4470261893643828e-95,1.4469485336997015e-95
1801,-15920.46262357,0.00000000,19.578158,20.319371,19.058887,89.873598,89.868674,89.692467,7581.780089,6.624232,21.45057,21.62207,21.27481,21.44915,3.94618,3.97364,3.96574,3.9618533333333334,146.87682,64.59975,161.10636,226.2320,101.5677,68.1659,-29.43614716250001,-40.03491948999998,0,1.618339901782902e-97,1.6182530524489529e-97
1802,-15919.65830179,0.00000108,19.522327,20.246818,19.148602,90.135770,90.110008,89.839981,7568.707502,6.635673,20.48688,21.71507,21.22156,21.14117,3.92864,3.94786,4.01074,3.9624133333333336,147.80861,64.56587,164.76648,234.1124,103.3027,68.7639,-29.530384475000005,-40.002125649999996,21.398416890624993,4.978041804933656e-111,4.977774654865458e-111
1803,-15918.32810403,0.00000025,19.568454,20.309855,19.097097,90.166815,89.769503,90.208859,7589.662687,6.617352,20.83951,20.65861,20.85814,20.78542,3.95210,3.95728,3.92712,3.9455000000000005,145.64765,65.27849,167.60005,229.0829,97.1337,69.8718,0,-40.018409670000004,0,2.2424341363571556e-133,2.2423137945729897e-133
1804,-15920.63947581,0.00000015,19.514035,20.322337,19.160170,89.751725,89.980211,90.121332,7598.275049,6.609852,21.56135,20.92891,22.22784,21.572699999999998,3.92843,3.92348,3.91462,3.9221766666666666,143.19936,63.45858,164.18752,232.3996,100.1396,67.7816,-29.421375812499996,-40.03368367,21.427765503125006,1.513758562836057e-94,1.5136773259322414e-94
1805,-15920.67701607,0.00000011,19.606278,20.225813,19.120858,90.251560,89.824693,90.282967,7582.231525,6.623838,21.14644,21.21599,22.01874,21.46039,3.93994,3.95202,3.96274,3.951566666666667,147.98784,65.68558,168.82914,233.2887,102.9462,67.9475,-29.49260612499999,-40.00180593,0,6.467035191207528e-94,6.466688133275901e-94
1806,-15918.91157842,0.00000022,19.543418,20.297317,19.124570,90.067521,89.797477,89.803449,7586.216736,6.620358,21.85281,21.51984,21.73907,21.70390666666667,3.94097,3.92047,3.92174,3.9277266666666666,140.06880,62.92299,158.71151,221.7604,96.1836,68.7647,-29.450528062500005,0,0,1.4212092892055829e-123,1.4211330190227654e-123
1807,-15913.14954535,0.00016181,19.527669,20.263026,19.159488,89.914134,90.301472,89.745802,7581.022769,6.624894,20.22646,21.60435,20.71570,20.848836666666667,3.95814,3.94981,3.94133,3.94976,145.08669,63.73092,162.19848,231.9481,105.3199,66.3405,-29.49260612499999,-40.00180593,21.419938925000004,2.263407789553946e-220,2.263286322204126e-220
1808,-15922.92646826,0.00003070,19.541076,20.253733,19.134044,89.876492,90.259015,89.731086,7572.688232,6.632185,20.75941,21.51177,21.43936,21.23684666666667,3.98079,3.99688,3.99640,3.9913566666666664,148.42014,66.10252,165.05431,231.4220,101.7809,70.4959,0,-39.98651599,21.435963431249995,3.9795944021011813e-56,3.9793808344057737e-56
1809,-15923.06684445,0.00000001,19.508887,20.284255,19.168099,89.812342,90.040479,90.058613,7585.215852,6.621232,21.54215,20.38493,21.44362,21.123566666666665,3.97355,3.96380,3.95084,3.96273,145.93658,64.65336,167.56777,229.2877,100.8405,69.5521,-29.482415749999983,-40.00700732999999,21.411277609375,9.079355301573711e-54,9.078868051670424e-54
181,-15917.56980465,0.00000023,19.571156,20.333465,19.090275,90.279193,89.926902,90.228619,7596.807099,6.611129,21.02101,22.38031,21.64885,21.68339,3.90464,3.93371,3.97201,3.9367866666666664,147.02695,63.18457,162.20450,230.4418,103.4127,70.4073,-29.49260612499999,-40.00180593,0,4.09120070094652e-146,4.09098114382163e-146
1810,-15922.54929291,0.00000015,19.462954,20.333518,19.159991,90.164488,90.108614,89.948209,7582.524802,6.623581,22.57475,22.16829,21.62574,22.122926666666668,3.96644,3.97059,3.97644,3.971156666666667,146.20038,64.15765,165.27885,229.2139,100.5008,70.4297,0,-40.05963394,21.442618193749972,1.834728503576425e-62,1.834630041597988e-62
1811,-15919.42291643,0.00000016,19.502521,20.340723,19.081782,89.805453,89.886006,89.798945,7569.549577,6.634935,21.59977,22.03458,24.53631,22.72355333333333,3.98370,3.96573,3.99717,3.9822,140.36512,63.35520,163.66940,227.3771,99.6495,67.3030,-29.417717387499994,-40.03620561000002,0,5.530425306936051e-115,5.530128512823867e-115
1812,-15919.26106320,0.00000041,19.571591,20.339630,19.034421,89.915726,90.004615,89.989230,7577.193447,6.628242,21.79694,20.11808,21.89425,21.269756666666666,3.96153,3.95103,3.97601,3.9628566666666667,149.30110,64.46096,156.20498,224.1940,103.3268,72.1389,0,-40.04123515,0,1.056194589896693e-117,1.0561379084810325e-117
1813,-15918.43284818,0.00000013,19.512889,20.291630,19.138399,90.252364,90.206562,90.076371,7577.687542,6.627810,20.76472,21.98901,22.22155,21.658426666666667,3.93714,3.98909,4.00200,3.9760766666666663,142.08139,63.27715,165.84085,227.0008,97.3917,67.1609,0,0,21.425510525,1.289270275682908e-131,1.2892010860988164e-131
1814,-15918.68212260,0.00000006,19.543022,20.228302,19.143700,90.276467,90.106162,90.013079,7567.827263,6.636445,20.23180,21.15729,20.74011,20.709733333333332,3.98585,3.96870,3.93685,3.9638000000000004,145.00323,63.52475,165.96102,234.3137,104.9349,67.6817,-29.49260612499999,0,0,1.985957347818499e-127,1.985850770039184e-127
1815,-15916.21956917,0.00007228,19.502758,20.276995,19.182914,90.291864,89.903272,89.949170,7585.911456,6.620624,21.13699,20.76825,20.59471,20.833316666666665,3.88785,3.94124,3.94285,3.9239800000000002,146.59122,63.91725,161.52141,227.2037,102.5392,71.3024,0,-40.01171667000001,21.396656231250006,8.489714022115074e-169,8.489258415720257e-169
1816,-15915.61458624,0.00000627,19.601033,20.237429,19.132515,90.119116,89.789244,89.768912,7589.251230,6.617711,21.89363,22.81777,20.65587,21.789089999999998,3.93164,3.93389,3.96379,3.9431066666666665,144.82996,62.02238,161.83181,230.1572,105.3581,66.4050,0,-40.03620561000002,21.43583368437499,5.829444217058824e-179,5.8291313758893094e-179
1817,-15918.94246334,0.00000000,19.473978,20.357446,19.133118,89.952937,89.565348,90.400343,7584.735695,6.621651,22.04569,21.07127,21.46990,21.528953333333334,3.98714,3.96594,3.95803,3.9703700000000004,145.06417,61.98684,155.66508,224.8857,102.2396,67.0155,-29.486437937500007,-40.00569043,0,4.693554419390686e-123,4.693302536535466e-123
1818,-15917.96052968,0.00000017,19.538589,20.332572,19.097061,90.014319,89.995886,89.868418,7586.664865,6.619967,21.93945,21.12857,21.30835,21.458790000000004,3.96925,3.96261,3.97242,3.9680933333333335,147.40916,64.56890,165.34091,231.6762,102.4166,68.4813,-29.4324379125,-40.012490590000006,21.452552471875013,1.4987955464411288e-139,1.4987151125379723e-139
1819,-15915.34469655,0.00000026,19.504931,20.293727,19.133111,90.288815,90.039704,89.995286,7573.318160,6.631634,22.86672,22.85336,22.53766,22.75258,3.98566,3.99509,3.99589,3.9922133333333334,142.55192,61.88243,161.72223,227.4196,98.7107,65.5785,-29.5066787,-39.966684969999996,21.39189488125001,1.7048254125421536e-183,1.7047339219032491e-183
182,-15915.76182586,0.00000002,19.545910,20.217956,19.170775,89.708396,90.082861,89.871207,7575.749881,6.629505,20.68202,21.58166,23.29080,21.851493333333334,3.92870,3.93372,3.91705,3.92649,143.06920,63.49542,160.89506,227.4393,103.9975,67.3990,0,-40.02398000000001,21.439671431249984,1.7343785767820412e-176,1.734285500152068e-176
1820,-15920.16647925,0.00003249,19.482453,20.350832,19.111020,89.965952,90.288181,90.141229,7577.096123,6.628327,22.18094,21.20753,21.81425,21.73424,3.95194,3.96684,3.99974,3.97284,149.68428,65.47572,167.10150,233.3498,103.6683,70.0684,-29.482415749999983,-40.00700732999999,21.411277609375,1.7142104175820886e-102,1.7141184232903756e-102
1821,-15921.07653619,0.00002170,19.564652,20.231590,19.140630,90.451364,90.066716,89.785793,7576.027950,6.629262,21.67928,20.78668,20.95818,21.141379999999998,3.92457,3.94171,3.93092,3.9324,144.20846,65.33619,164.78870,226.8275,100.4992,72.2179,-29.518065287499997,-39.979213769999994,0,3.3292609908054654e-87,3.329082323703903e-87
1822,-15914.97662643,0.00002018,19.556009,20.240259,19.126295,89.930243,89.923804,89.913365,7570.523639,6.634081,22.96563,21.24399,22.93808,22.382566666666666,3.96201,3.97408,3.96447,3.9668533333333333,140.14171,62.87210,160.07283,227.0707,97.5402,67.0596,-29.530384475000005,-40.002125649999996,21.398416890624993,1.1178255678341683e-189,1.117765578949305e-189
1823,-15914.57996786,0.00000018,19.470001,20.330516,19.178180,89.917067,89.766265,90.408943,7591.133432,6.616070,22.30183,23.37276,21.24287,22.305819999999997,3.95544,3.93164,3.90908,3.9320533333333327,142.80801,63.72461,167.82816,229.4083,101.0796,65.9439,0,0,21.442618193749972,2.425511539964954e-196,2.425381373204869e-196
1824,-15916.26186616,0.00005247,19.571638,20.277270,19.087063,89.969101,90.095995,90.107546,7574.854912,6.630288,21.89096,21.73581,21.75028,21.79235,3.94466,3.95584,3.94155,3.9473499999999997,142.16342,62.14362,159.36758,228.2806,101.4308,65.6748,-29.5093251125,-39.99252366000001,21.430940581250002,4.359645932209002e-168,4.359411968784478e-168
1825,-15921.25929942,0.00001602,19.578347,20.293089,19.113505,89.964321,89.699366,90.382822,7593.618084,6.613905,21.33219,20.33097,21.34322,21.00212666666667,3.91089,3.94830,3.94010,3.9330966666666662,147.30414,63.98622,155.48944,221.5823,102.3384,72.1228,-29.4312372375,0,0,3.9141275530366785e-84,3.9139174986651594e-84
1826,-15920.55311132,0.00005092,19.477331,20.373721,19.117759,89.713579,89.974950,90.265844,7586.241124,6.620337,20.77289,20.55626,22.48863,21.272593333333333,3.98705,3.93296,3.95578,3.9585966666666663,145.41606,65.53021,168.08280,231.5003,99.2893,67.1645,-29.45895967500001,-40.0243058,21.42388685000001,5.36039800870521e-96,5.360110339225983e-96
1827,-15922.27039502,0.00000490,19.538377,20.319189,19.114227,90.007923,90.257438,89.955790,7588.345349,6.618501,21.26573,21.37865,20.45494,21.033106666666665,3.94960,3.95488,3.97790,3.9607933333333336,147.39170,64.40735,159.74705,225.4229,102.3855,68.9902,-29.47795095,0,21.427721396875004,3.7869839819235187e-67,3.7867807507999806e-67
1828,-15918.83822108,0.00000006,19.602182,20.292094,19.063260,89.826520,89.845570,90.136817,7582.695517,6.623432,21.62309,21.94474,21.68048,21.749436666666668,3.96629,3.96004,3.94464,3.95699,144.76464,64.13023,158.98356,227.7716,102.5189,67.2746,-29.486437937500007,-40.00569043,21.434554759375025,8.323557126117928e-125,8.323110436648248e-125
1829,-15917.90547434,0.00006655,19.548161,20.365067,19.086852,90.064235,90.090283,90.428180,7598.241561,6.609881,20.78269,21.10747,20.50788,20.799346666666665,3.88318,3.92579,3.97312,3.9273633333333335,143.27740,64.53797,166.90490,231.0684,97.6064,69.2115,-29.424947450000012,-40.01525057999998,21.43982379062499,1.7817771653987125e-140,1.781681545090587e-140
183,-15921.08371543,0.00000044,19.543729,20.271085,19.134506,90.032174,90.145492,89.820896,7580.504407,6.625347,20.79259,22.36259,21.20717,21.454116666666668,3.97496,3.96618,3.95980,3.96698,148.59475,64.33110,167.27446,236.6701,102.0465,68.6099,-29.442133849999994,-40.00681508,0,4.394948252941278e-87,4.394712394993212e-87
1830,-15918.27224667,0.00004794,19.553355,20.277588,19.092284,90.093676,89.973731,90.160972,7569.952128,6.634582,22.62223,22.00720,22.10654,22.24532333333333,3.99380,3.97845,3.98841,3.986886666666667,144.44322,63.25420,163.24987,225.3608,101.9869,67.2301,0,0,21.425510525,2.5843858108208373e-134,2.5842471179627486e-134
1831,-15918.86589187,0.00000066,19.489858,20.305622,19.154926,89.974960,89.989405,89.866351,7580.611012,6.625254,21.41177,21.40039,21.75575,21.52263666666667,3.97915,3.99136,4.00377,3.991426666666667,150.63438,64.61871,161.67944,230.3825,106.1982,70.5826,-29.477722862499995,-40.01613012,0,2.4274918318885913e-124,2.4273615588547657e-124
1832,-15918.38110820,0.00000030,19.527108,20.269466,19.141827,89.612574,89.919072,90.364987,7576.077441,6.629218,21.83426,22.26752,20.76738,21.623053333333335,3.95077,3.96864,3.97682,3.96541,150.10968,64.34382,164.65472,232.7704,105.5818,66.0224,-29.504167300000006,0,21.443093300000005,1.7424108294833136e-132,1.7423173217969248e-132
1833,-15921.13695224,0.00000038,19.530468,20.386740,19.100532,90.044528,90.416408,90.012445,7604.913474,6.604082,21.27257,20.75933,19.97381,20.66857,3.95332,3.87034,3.97637,3.933343333333333,143.91035,66.70927,174.65306,235.4590,94.8891,67.7974,-29.413328374999992,-40.017862650000026,21.456847328124997,3.445821779086553e-86,3.4456368566693945e-86
1834,-15919.20931293,0.00000031,19.526694,20.292419,19.152690,90.148876,89.844331,90.248730,7589.010712,6.617921,21.71922,23.73537,22.42689,22.62716,3.98399,3.96443,3.96590,3.97144,142.32985,60.72176,158.34266,226.2557,99.7087,69.2626,0,-40.00681508,21.41681779375001,1.4268478520868319e-118,1.4267712793066242e-118
1835,-15918.52099445,0.00000053,19.543492,20.285769,19.147403,90.043153,90.351789,89.789799,7590.883026,6.616288,21.25756,21.51055,21.44975,21.405953333333333,3.93019,3.97883,3.97286,3.9606266666666663,146.83010,63.80577,165.94275,233.1931,102.2906,65.4175,0,-40.028107569999996,21.42641657500001,3.900642355438217e-130,3.900433024759185e-130
1836,-15915.87513985,0.00000002,19.469571,20.337186,19.188105,90.060139,90.077658,90.137390,7597.617805,6.610423,21.65914,21.36192,21.79926,21.606773333333336,3.92202,3.88746,3.92559,3.91169,144.88889,63.91694,169.49709,239.3622,102.6730,69.3456,-29.43929833750001,-40.01749156,21.426235890624994,1.3891052417461639e-174,1.3890306944493334e-174
1837,-15918.35800348,0.00000019,19.470450,20.312568,19.163988,90.265387,89.792137,89.816189,7579.087758,6.626585,22.02098,20.87019,24.14890,22.34669,3.99536,3.96075,3.92880,3.9616366666666667,139.85510,62.69544,168.29554,237.2986,103.7787,68.6239,0,-39.98088707999999,21.422058009374993,7.128667341607795e-133,7.128284776727648e-133
1838,-15917.13311081,0.00000006,19.575980,20.338314,19.059435,89.861672,89.725416,90.174728,7588.225127,6.618606,20.39302,21.32052,20.09462,20.602719999999998,3.97638,3.92163,3.96087,3.9529599999999996,149.38936,64.26193,162.88337,234.0827,105.6015,71.0249,-29.442997112499995,0,21.441052168749998,1.886762156057219e-153,1.8866609016567106e-153
1839,-15921.02857276,0.00003009,19.449867,20.383314,19.115279,89.963249,90.253672,89.856485,7578.205182,6.627357,24.42106,23.18339,23.27323,23.625893333333334,3.99707,4.00109,4.00677,4.001643333333333,150.01562,65.00872,169.72323,236.8239,103.9017,68.8485,-29.424947450000012,-40.01525057999998,21.43982379062499,5.20712114143373e-88,5.206841697663958e-88
184,-15919.85076665,0.00007510,19.560679,20.235407,19.148762,90.128208,90.121884,90.059651,7579.390078,6.626321,21.37165,21.18440,20.86734,21.14113,3.95532,3.98322,3.98632,3.974953333333333,146.54913,65.12723,165.32635,231.2332,104.6784,69.9750,-29.4646679625,-39.99822065000001,21.436609584375,8.517769479326484e-108,8.517312367316086e-108
1840,-15916.24936142,0.00004584,19.515722,20.303626,19.160858,90.106949,90.002641,90.239001,7592.217654,6.615125,20.89083,20.46340,20.67226,20.675496666666668,3.90389,3.91856,3.90231,3.908253333333333,144.46480,64.22342,168.86966,233.3614,100.8069,70.0190,-29.504167300000006,0,21.443093300000005,2.68770025995818e-168,2.6875560226584783e-168
1841,-15921.85347513,0.00008246,19.460104,20.330871,19.114247,89.720760,89.853629,89.969114,7562.262023,6.641329,21.00663,23.96979,21.95311,22.309843333333333,4.00018,3.99491,3.98008,3.9917233333333333,148.05694,63.42718,165.90746,237.2166,105.4824,66.5221,-29.50361645,-40.00070825,21.407401874999998,3.752732248638984e-74,3.752530855658483e-74
1842,-15916.76993901,0.00000021,19.604652,20.251378,19.101364,90.264306,90.121908,90.253008,7583.474577,6.622752,22.32517,21.93627,22.69520,22.318879999999996,3.95765,3.95484,3.99745,3.96998,143.71376,64.31017,160.36662,220.3997,95.6039,71.0636,-29.427909374999995,0,21.407557934375014,1.4952005204008733e-159,1.4951202794272842e-159
1843,-15914.85871568,0.00000551,19.511510,20.349352,19.157002,90.088304,90.098002,90.007421,7606.202412,6.602963,23.09981,21.41422,21.08992,21.86798333333333,3.95274,3.91424,3.91856,3.928513333333333,140.91738,61.53878,152.57757,218.5055,100.5989,65.5220,-29.37379123750001,-40.058732249999984,0,1.1683167954667268e-191,1.168254096935092e-191
1844,-15921.33881738,0.00008109,19.528692,20.286221,19.133803,89.943316,90.209757,89.850460,7580.031334,6.625760,21.40067,21.10923,21.35197,21.287290000000002,3.99476,3.93940,3.95398,3.9627133333333333,151.00973,64.51233,164.38250,234.8395,104.1822,70.1527,-29.407976099999996,-40.057114860000006,21.430081121875006,8.481602367311072e-83,8.48114719623384e-83
