taskid,energy,Gnorm,a,b,c,alpha,beta,gamma,V,Static_xx,Static_yy,Static_zz,ε0,HighFreq_xx,HighFreq_yy,HighFreq_zz,ε∞,Bulk0,Shear0,Young0,C11,C12,C44,V_La_avg,V_Ce_avg,V_O_avg,Weight,Wi
4494,-17626.01047749,0.00006360,19.319631,20.107347,18.919436,90.152035,89.937265,90.008586,7349.537023,6.916793,24.02537,23.95410,23.73571,23.905060000000002,4.35037,4.36652,4.39002,4.36897,166.71157,69.88325,176.80524,260.5630,113.5031,83.9280,-29.864253299999994,-40.107781792857146,21.623859047058847,4.743927944626043e-126,2.772312182088148e-126
4495,-17630.67776654,0.00003690,19.366921,20.069783,18.915206,90.052876,89.974195,90.074268,7352.139862,6.914344,23.93221,23.37506,23.03761,23.448293333333336,4.39119,4.38122,4.42032,4.397576666666667,172.68417,73.38953,181.78452,265.8731,117.7283,86.1772,-29.728671425000005,-40.131543650000005,21.630917858823516,1.2109974075567437e-47,7.076968505075754e-48
4496,-17628.37013886,0.00000071,19.302386,20.098821,18.944096,89.875684,89.833323,90.139718,7349.390033,6.916931,24.54991,24.46050,24.70392,24.571443333333335,4.37070,4.33290,4.39536,4.366320000000001,166.29561,70.63829,176.76141,260.5484,113.8642,84.5838,-29.77307424999999,0,21.61960412058823,2.0735017596492682e-86,1.2117372470567773e-86
4497,-17629.78844532,0.00000023,19.314961,20.096824,18.951488,89.926720,90.083250,89.823993,7356.338382,6.910398,24.41123,24.47364,23.94014,24.27500333333333,4.40955,4.40602,4.39239,4.402653333333333,169.63966,71.60839,180.33219,263.0828,117.8363,83.6812,-29.7116068,-40.11897464999999,21.61960412058823,1.390606534093412e-62,8.126589357930146e-63
4498,-17628.81494794,0.00004536,19.341423,20.064649,18.931884,89.963850,89.950629,90.056518,7347.056030,6.919128,24.32078,23.89764,24.02803,24.08215,4.37608,4.39133,4.38324,4.38355,171.88564,71.82806,180.84557,267.6067,118.0224,84.9740,0,-40.12732764999999,0,6.154149871696532e-79,3.5964341910014866e-79
4499,-17625.25753557,0.00001492,19.310964,20.079994,18.955245,89.939167,89.938492,90.022672,7350.153712,6.916212,24.60714,24.53053,23.94379,24.360486666666663,4.36141,4.34462,4.37630,4.360776666666666,168.76740,70.41287,179.04478,261.3289,115.8381,80.1600,0,0,0,1.0648061229245017e-138,6.2226387512686936e-139
45,-17628.04961520,0.00000305,19.342203,20.057416,18.948550,90.080801,90.134097,90.109564,7351.136156,6.915288,24.06180,24.00746,23.97047,24.01324333333333,4.35336,4.37845,4.38147,4.3710933333333335,167.84676,70.61968,176.84226,259.4999,116.4579,84.2756,-29.864253299999994,0,21.60913359117646,8.553500986446271e-92,4.998595101152458e-92
450,-17627.37105381,0.00000041,19.316916,20.098638,18.938718,89.908247,90.092506,89.959006,7352.816824,6.913707,24.20212,23.87438,23.14715,23.741216666666663,4.33411,4.34977,4.35028,4.34472,168.96350,70.72038,173.75098,256.0797,115.9301,84.7947,-29.786666874999998,-40.1316083214286,21.60047857352941,3.4104703167848394e-103,1.993050593566288e-103
4500,-17628.49255151,0.00000164,19.343400,20.073037,18.918514,89.960427,90.167536,89.994907,7345.662324,6.920441,24.67075,23.91711,23.60605,24.06463666666667,4.41060,4.41263,4.41542,4.412883333333333,172.12244,70.63053,174.79291,261.9511,119.1103,84.2269,0,-40.130665671428574,0,2.3612741817659566e-84,1.3799090660252454e-84
4501,-17627.76917609,0.00000005,19.358416,20.073091,18.934115,89.870076,90.149698,89.857367,7357.412519,6.909389,23.67857,24.11739,24.16923,23.98839666666667,4.35816,4.33820,4.39262,4.362993333333333,166.28385,70.61033,177.04655,260.6988,114.3976,81.7269,-29.849911799999994,-40.09922894999998,21.600868682352946,1.6633138871424282e-96,9.720268532292897e-97
4502,-17628.03393791,0.00002461,19.313775,20.102894,18.935498,90.024647,89.951229,90.011679,7351.945510,6.914527,23.61070,23.66154,23.22544,23.49922666666667,4.38494,4.38781,4.39083,4.38786,169.20452,71.60707,178.21405,263.5172,115.5950,84.6164,0,-40.133326542857134,21.62311791470589,4.6641985467322965e-92,2.7257189826063184e-92
4503,-17627.23634605,0.00000328,19.305944,20.119061,18.954119,89.897743,90.100482,90.007457,7362.087436,6.905001,24.34239,23.50812,24.77539,24.208633333333335,4.33887,4.37213,4.35331,4.354769999999999,168.80049,70.70361,176.98327,261.6336,115.0658,84.2229,0,0,21.618165017647055,1.861330554367924e-105,1.0877461527662078e-105
4504,-17624.70902074,0.00001537,19.348424,20.060247,18.958365,90.054291,90.041404,89.946676,7358.380969,6.908479,23.12153,24.08055,23.94290,23.714993333333336,4.30374,4.32194,4.34834,4.324673333333333,168.58001,70.68566,177.86461,265.0106,117.5714,83.1357,-29.74234229999999,-40.111107214285695,21.610236105882354,6.49571493952405e-148,3.796041986391102e-148
4505,-17629.17982565,0.00002138,19.317959,20.137759,18.898451,89.905396,89.990423,90.089491,7351.864265,6.914603,23.71339,24.13113,24.29971,24.04807666666667,4.36617,4.34719,4.37408,4.362480000000001,165.00960,69.78893,175.54464,257.2475,111.6439,82.9708,0,-40.11996155714286,21.605832744117645,8.295523773697337e-73,4.8478353556518565e-73
4506,-17628.29756732,0.00000081,19.331529,20.091571,18.925539,89.941843,90.025977,89.875036,7350.672689,6.915724,25.04367,24.36786,24.47380,24.628443333333333,4.39826,4.36616,4.42467,4.396363333333333,170.32328,71.11990,179.15581,266.4515,117.8493,83.2004,-29.783998725000004,-40.13936669285715,0,1.251861243924238e-87,7.315773378781295e-88
4507,-17625.41385711,0.00000122,19.300989,20.056617,19.011063,90.032580,90.113619,89.961702,7359.403723,6.907519,23.44580,23.58420,24.00546,23.678486666666668,4.37268,4.39831,4.35202,4.374336666666667,170.51422,70.95172,177.82340,266.0992,120.5078,85.1443,0,0,0,4.501495604903849e-136,2.6306367315777054e-136
4508,-17630.11350159,0.00004588,19.305292,20.055780,18.953417,89.842027,90.004718,90.026814,7338.405946,6.927284,23.74170,23.87968,23.63476,23.75204666666667,4.41266,4.34547,4.38417,4.380766666666666,171.67484,72.49635,180.49961,266.8781,118.1125,85.8894,-29.847311474999998,-40.11160907857145,21.597721305882356,4.01706871645112e-57,2.3475416719847584e-57
4509,-17630.24217666,0.00000010,19.350402,20.058023,18.933461,90.051540,89.955768,90.011422,7348.654161,6.917624,23.26724,24.73582,23.80942,23.937493333333336,4.42301,4.41285,4.42503,4.420296666666666,170.09792,72.56802,181.56278,267.6112,118.9514,86.4392,-29.725257300000003,0,21.615224588235296,5.8284798153461246e-55,3.406115308611139e-55
451,-17627.46917889,0.00000020,19.323866,20.094133,18.923936,90.117377,90.178219,89.911248,7348.035297,6.918206,24.37136,23.87790,24.86717,24.372143333333337,4.39188,4.38759,4.38353,4.387666666666667,168.90551,71.60099,179.08180,262.5948,117.0382,86.4501,0,0,21.594450026470586,1.5178996684053214e-101,8.870479887188402e-102
4510,-17630.47052301,0.00004580,19.337273,20.080801,18.912936,89.988058,90.086430,90.021215,7344.033950,6.921975,23.34498,24.39487,23.48646,23.742103333333336,4.41593,4.41324,4.41359,4.414253333333334,172.04582,72.09437,179.04604,267.7114,119.2915,87.1143,0,-40.12405299999999,0,3.99581287234597e-51,2.335119932818162e-51
4511,-17629.99200178,0.00007080,19.359350,20.098348,18.891844,89.992341,89.984644,89.983461,7350.645274,6.915750,23.53106,23.11636,23.44273,23.36338333333333,4.38968,4.37018,4.38030,4.380053333333334,170.86731,71.82212,172.52487,258.4893,118.4615,87.1820,0,0,21.594450026470586,3.654283926680364e-59,2.1355332469206553e-59
4512,-17631.41277789,0.00000001,19.325147,20.074534,18.919638,89.968238,89.966215,89.821122,7339.708993,6.926054,23.43982,24.12367,23.92399,23.82916,4.38920,4.38110,4.42817,4.399489999999999,169.54033,70.56268,177.44432,265.1452,115.6996,84.0686,0,-40.1288233857143,21.60913359117646,2.696438001403727e-35,1.5757760250142762e-35
4513,-17624.87316223,0.00000005,19.363494,20.056156,18.942768,89.945773,89.970124,90.212235,7356.506486,6.910240,24.45487,23.62840,24.06972,24.050996666666666,4.32374,4.32489,4.31786,4.322163333333333,167.16231,71.29591,177.79739,257.5578,113.3214,82.3659,-29.78299310000001,0,21.61023302941176,3.716059221854567e-145,2.1716342175430147e-145
4514,-17626.67225881,0.00000104,19.348345,20.104394,18.907256,90.033435,89.983140,89.899447,7354.659052,6.911975,24.34647,24.92310,24.15412,24.474563333333332,4.35754,4.36354,4.36078,4.36062,167.13719,71.04423,175.41538,258.3615,115.3089,84.9118,-29.849911799999994,0,21.61444962941175,6.216915300573383e-115,3.6331137875553076e-115
4515,-17626.99014897,0.00000015,19.284616,20.093600,18.971054,89.782856,89.871400,89.993047,7351.162252,6.915263,23.85166,23.77881,24.64626,24.092243333333332,4.38550,4.39654,4.36776,4.383266666666667,170.46530,70.48816,177.39081,267.2441,121.6181,82.6797,0,-40.121367628571434,0,1.36111429841547e-109,7.954239176389988e-110
4516,-17625.91657030,0.00004829,19.343314,20.079925,18.942313,89.855816,90.087895,90.107481,7357.382264,6.909417,2.61147,15.78452,22.82338,13.73979,4.36336,4.38060,4.35510,4.3663533333333335,167.01161,76.62099,176.53523,256.9304,110.2491,124.0836,0,-40.1316083214286,21.60047857352941,1.2547775077431564e-127,7.332815782893966e-128
4517,-17626.77168738,0.00002940,19.346157,20.049505,18.976856,90.000475,89.858567,90.073968,7360.730598,6.906274,24.13101,24.91346,25.43446,24.826310000000003,4.36485,4.38700,4.34185,4.364566666666666,166.85289,70.54536,178.30757,262.1325,117.4472,82.1253,-29.692285375,0,21.605346314705884,2.9100564314378064e-113,1.7006128654584677e-113
4518,-17628.11644512,0.00006403,19.353304,20.065651,18.920142,89.992742,89.970348,89.958019,7347.381542,6.918822,23.82907,24.73931,23.72024,24.09620666666667,4.40759,4.36737,4.38301,4.38599,169.49449,71.58553,176.53889,261.2145,116.7094,85.5791,0,-40.116874114285686,21.627795335294113,1.1345853012312909e-90,6.630422487307842e-91
4519,-17626.88206035,0.00000049,19.327782,20.071489,18.967617,90.000794,90.177009,89.863376,7358.191079,6.908658,24.12284,23.59524,25.58804,24.43537333333333,4.36192,4.37654,4.34336,4.3606066666666665,167.18108,70.11180,174.34982,258.2210,118.3650,83.3727,0,-40.12205169999997,0,2.0801071128105508e-111,1.2155973607114887e-111
452,-17628.64831081,0.00000008,19.359373,20.019112,18.940749,90.115788,89.884497,89.997043,7340.598471,6.925215,25.23589,24.22341,24.03350,24.497600000000002,4.39105,4.40124,4.38482,4.39237,170.45981,70.37643,172.20622,257.6230,116.8455,85.1731,-29.849911799999994,-40.09922894999998,21.600868682352946,9.767591604184369e-82,5.708099598059309e-82
4520,-17628.64020757,0.00000030,19.317596,20.078233,18.925169,89.997288,89.936592,90.234033,7340.310876,6.925486,23.18507,23.98717,23.35171,23.507983333333332,4.40956,4.35307,4.36604,4.376223333333333,171.36625,72.17173,181.86470,268.3645,118.9180,84.9925,0,-40.12164410000001,0,7.139356228752422e-82,4.172180622527869e-82
4521,-17627.46930657,0.00006439,19.283230,20.096095,18.969203,89.878851,89.902320,90.143429,7350.850285,6.915557,23.87467,23.39649,25.99206,24.42107333333333,4.39001,4.40412,4.35935,4.3844933333333325,168.15484,70.99420,177.03537,261.3293,117.9203,84.5474,-29.730974324999995,-40.11916268571429,21.625164402941166,1.5254149403543255e-101,8.914398513734008e-102
4522,-17627.08267997,0.00000004,19.262350,20.109691,18.985614,89.609172,89.849916,90.163157,7354.039152,6.912558,23.75019,26.56558,24.62284,24.979536666666665,4.33211,4.33884,4.33875,4.336566666666667,169.70106,72.29439,184.06443,267.3529,115.6148,81.1712,-29.730974324999995,-40.11916268571429,21.625164402941166,4.879181576731838e-108,2.8513532839630885e-108
4523,-17628.63682238,0.00000413,19.287043,20.064526,18.979723,89.999448,89.996573,89.960152,7344.873236,6.921185,24.92329,24.52480,24.09950,24.515863333333332,4.46005,4.38841,4.41153,4.419996666666666,167.49646,70.50118,176.45611,259.0658,117.0295,84.3020,0,-40.10492278571429,0,6.263114670376735e-82,3.660112316454912e-82
4524,-17628.63023858,0.00000007,19.333698,20.069061,18.955707,90.130154,89.874578,90.090446,7354.942327,6.911709,24.98660,24.77313,24.35827,24.706,4.37367,4.35172,4.36449,4.363293333333334,165.82302,70.15701,177.77985,261.2494,116.2924,82.8314,0,-40.14250949285716,21.623656723529418,4.854979396481342e-82,2.837209730366843e-82
4525,-17625.71701138,0.00000067,19.318918,20.121065,18.922583,89.900434,89.936283,89.973329,7355.516925,6.911169,25.02840,25.13234,24.05411,24.73828333333334,4.41294,4.36378,4.37784,4.384853333333333,168.06024,69.88820,175.18701,259.5641,113.2276,81.2545,-29.77021529999999,-40.12565975714285,21.627591452941182,5.573453980264017e-131,3.2570803237635635e-131
4526,-17628.94980669,0.00000014,19.302102,20.100256,18.947974,89.988858,89.920714,90.010796,7351.374330,6.915064,23.48105,23.64962,23.90955,23.68007333333333,4.41331,4.38417,4.40497,4.400816666666667,170.84765,71.56196,181.31643,266.1495,119.7273,85.1947,-29.814510500000004,0,21.627958747058816,1.134214920841831e-76,6.6282580150019974e-77
4527,-17628.68691697,0.00007295,19.355839,20.084806,18.930525,89.881151,90.000095,90.036180,7359.381157,6.907540,23.88271,23.54839,24.04202,23.82437333333333,4.34112,4.31014,4.36950,4.340253333333334,165.36802,71.07741,174.03634,255.9769,111.4480,84.1843,-29.770452625,-40.11472477857143,21.599111682352945,4.348529655777395e-81,2.5412446984022584e-81
4528,-17626.95215506,0.00000013,19.367853,20.086038,18.905523,90.166716,89.927683,90.240300,7354.590268,6.912040,24.63407,25.32892,24.72773,24.896906666666666,4.35023,4.37228,4.38484,4.369116666666667,161.30466,70.33142,174.35286,253.2243,109.3484,83.5795,-29.783998725000004,0,0,3.130581397760606e-110,1.829485828481406e-110
4529,-17627.37249164,0.00000006,19.369676,20.083206,18.893328,90.206119,90.077683,89.901179,7349.537685,6.916792,24.56769,23.75485,24.28281,24.201783333333335,4.37457,4.37085,4.38085,4.375423333333333,168.98113,70.60995,177.76924,260.9413,114.6039,85.7372,0,0,21.594450026470586,3.6055270228371665e-103,2.1070401163201965e-103
453,-17628.88352283,0.00000088,19.319430,20.105063,18.918766,90.037832,90.087758,90.102617,7348.374029,6.917887,24.03044,24.06671,24.22016,24.105769999999996,4.38483,4.38478,4.40950,4.393036666666667,165.27018,70.47914,171.48342,251.2079,109.6225,83.8968,0,-40.12205169999997,0,8.73324245471384e-78,5.103634525848836e-78
4530,-17628.92233585,0.00014551,19.306988,20.106201,18.947257,89.994635,89.884606,90.147915,7355.099672,6.911561,23.68086,23.65520,23.46852,23.60152666666667,4.34673,4.36058,4.38361,4.36364,168.21115,71.56719,176.49277,260.4300,115.1105,84.2853,-29.846292724999994,-40.11644538571428,0,3.919273360759023e-77,2.2903908764622485e-77
4531,-17626.49032722,0.00000179,19.346927,20.065491,18.934684,90.004818,89.982733,90.151064,7350.524315,6.915864,24.65721,23.14926,24.17634,23.99427,4.38260,4.36096,4.32353,4.355696666666667,168.76888,70.57670,174.18546,258.5643,117.1937,84.3651,-29.75139865,-40.12941637857142,21.605398620588225,5.460831241689478e-118,3.1912645285460134e-118
4532,-17627.19850839,0.00000041,19.389763,20.059303,18.898387,90.108113,90.012950,90.082555,7350.414749,6.915967,23.57211,25.04929,24.69860,24.439999999999998,4.40836,4.38887,4.40128,4.399503333333333,171.17336,70.65929,178.58371,267.4054,121.9452,83.9806,-29.75139865,-40.12941637857142,21.605398620588225,4.307038907991804e-106,2.5169978491936306e-106
4533,-17629.73297997,0.00007663,19.297793,20.095669,18.921850,90.044784,90.207063,89.865236,7337.862004,6.927798,24.41974,23.75187,23.94166,24.037756666666667,4.39191,4.41419,4.40960,4.405233333333334,170.52391,71.66327,180.80074,267.3276,118.2822,85.3549,0,0,0,1.627149270319195e-63,9.508925508221094e-64
4534,-17629.58344373,0.00000031,19.326627,20.052662,18.954521,90.020029,90.015063,90.060036,7345.825616,6.920287,24.21313,24.30488,23.85229,24.123433333333335,4.39464,4.42138,4.39198,4.402666666666667,170.23564,71.12736,177.70802,265.3164,118.9213,84.8454,-29.727536850000007,-40.13943252857146,0,5.004136276711988e-66,2.924375775241979e-66
4535,-17629.03417091,0.00007501,19.326314,20.089168,18.956321,89.979755,89.852457,89.984633,7359.758303,6.907186,24.05609,23.74913,23.93428,23.91316666666667,4.39519,4.34900,4.37009,4.371426666666667,166.62071,71.00250,176.02799,260.7260,116.2012,83.9876,0,-40.128487214285734,21.610339841176465,2.9645028676498044e-75,1.7324309116311115e-75
4536,-17628.61143011,0.00003858,19.328637,20.089836,18.930241,90.156354,89.933332,90.000717,7350.753511,6.915648,24.65180,24.90220,23.72851,24.427503333333334,4.40305,4.39293,4.43429,4.41009,168.99220,71.99620,182.03423,265.8164,115.3371,84.7128,-29.727536850000007,-40.13943252857146,21.629664626470603,2.3454112383763823e-82,1.3706388933506143e-82
4537,-17627.44936980,0.00000020,19.350779,20.079685,18.930963,90.096599,89.936491,90.121741,7355.737007,6.910963,23.14696,23.31167,24.12128,23.526636666666665,4.37324,4.35421,4.32062,4.349356666666667,168.94232,72.59118,181.18819,262.8226,115.8908,85.4628,0,0,0,7.054479902808772e-102,4.122579600941734e-102
4538,-17629.54021987,0.00007403,19.346676,20.072826,18.903893,90.080593,89.882449,90.029540,7341.160272,6.924685,25.25305,23.71218,24.32152,24.42891666666667,4.38970,4.38359,4.40570,4.392996666666666,169.32510,70.56094,175.48316,258.6130,113.0225,84.6238,-29.77021529999999,-40.14076739999997,21.613261414705892,9.401566865928344e-67,5.494197773947014e-67
4539,-17630.24613218,0.00003716,19.335919,20.110102,18.892135,89.950120,90.090324,89.902247,7346.133203,6.919997,24.23741,23.54001,23.49287,23.756763333333335,4.39471,4.36581,4.37453,4.37835,168.21604,71.79343,178.36451,260.8853,112.9943,87.1435,-29.692285375,0,21.605346314705884,6.792116214884991e-55,3.969256435695807e-55
454,-17627.13211483,0.00000004,19.302657,20.084798,18.949811,89.881947,89.909474,90.208030,7346.578304,6.919578,23.22820,24.49897,23.55991,23.76236,4.37710,4.38694,4.39602,4.386686666666667,167.02218,69.90263,173.98243,261.4447,116.0884,84.2156,-29.876019125000006,-40.09985008571428,21.624139829411774,3.302296598942949e-107,1.929834769199782e-107
4540,-17626.93750355,0.00003460,19.294157,20.102341,18.948384,89.800224,89.936033,90.081426,7349.220275,6.917091,24.80139,23.88944,23.26879,23.98654,4.38721,4.39023,4.36041,4.3792833333333325,170.53630,70.43748,172.34657,257.0115,115.8596,83.7430,-29.718781125,0,0,1.7761942728038962e-110,1.0379932152695471e-110
4541,-17628.34270215,0.00000303,19.294604,20.089864,18.956360,90.134050,90.049684,90.134226,7347.934523,6.918301,24.61441,24.18427,24.81941,24.539363333333338,4.41488,4.41603,4.43298,4.421296666666667,169.51179,69.79399,178.92969,265.2211,116.1437,85.8605,-29.854440825000005,-40.10154779285713,0,7.174439315409146e-87,4.192682887667428e-87
4542,-17626.28432351,0.00007130,19.341671,20.066495,18.950205,90.117317,89.889686,90.199934,7354.871201,6.911776,24.43565,24.23287,23.36486,24.011126666666666,4.37443,4.39782,4.34081,4.371020000000001,167.06761,69.87625,172.77473,254.8437,115.8086,85.4461,0,0,21.605757608823524,1.89037838603336e-121,1.1047214648976995e-121
4543,-17625.76274920,0.00000002,19.326499,20.062408,18.960713,90.176722,89.997907,90.162646,7351.688618,6.914768,26.07177,24.20075,23.89946,24.723993333333336,4.40076,4.41547,4.40752,4.407916666666667,167.43314,69.97335,173.03669,254.4765,114.3679,83.2794,-29.761186449999997,-40.133326542857134,0,3.269534902258748e-130,1.9106891051248513e-130
4544,-17628.35218251,0.00000022,19.347112,20.096283,18.904098,90.056000,89.938092,90.033093,7349.999258,6.916358,24.66322,24.36565,24.44363,24.49083333333333,4.39705,4.38579,4.39451,4.39245,167.52468,70.42870,174.24578,259.0971,114.3027,85.6399,-29.876019125000006,-40.09985008571428,21.624139829411774,1.0352637441127563e-86,6.049995537409507e-87
4545,-17628.78811636,0.00000099,19.324488,20.063013,18.943585,90.085274,89.857756,89.924383,7344.531714,6.921506,23.77742,24.28891,24.43188,24.16607,4.42414,4.41964,4.42009,4.42129,172.08418,71.24569,179.21457,267.5160,119.8803,86.2135,-29.708214174999995,0,0,2.1798035882188808e-79,1.2738591548432612e-79
4546,-17630.95814917,0.00004670,19.310688,20.066646,18.948775,90.056825,89.957739,90.041749,7342.656858,6.923274,24.49820,23.81017,23.98443,24.0976,4.43032,4.42840,4.42478,4.427833333333333,170.47569,71.06860,176.46402,260.9757,115.7867,85.4165,-29.708214174999995,0,0,6.2138975334726466e-43,3.631350229467215e-43
4547,-17629.49698391,0.00001329,19.292940,20.064746,18.976195,90.246425,90.030222,89.977995,7345.766610,6.920343,24.53431,23.43755,23.76503,23.912296666666666,4.41346,4.41918,4.42182,4.418153333333334,169.67300,71.33458,177.60779,262.2312,115.1830,87.0867,-29.734799974999994,-40.14498930000001,21.63726339117646,1.7655014521722826e-67,1.031744419494416e-67
4548,-17624.15822939,0.00000105,19.383689,20.105450,18.889469,90.034525,90.040133,89.870151,7361.540170,6.905515,25.34309,23.75197,24.34210,24.479053333333336,4.34184,4.31395,4.36374,4.3398433333333335,163.17799,70.19158,172.44433,250.4496,109.5138,81.0967,-29.817424324999998,-40.11593560714286,21.619409741176476,3.628603567567427e-157,2.1205258578455655e-157
4549,-17630.50262701,0.00000001,19.336611,20.051584,18.935667,89.959426,90.040032,90.126358,7341.898693,6.923989,23.96281,24.51862,23.79614,24.092523333333332,4.42054,4.37858,4.41861,4.4059099999999995,170.68115,71.47361,179.63332,267.5245,117.8921,85.6608,-29.767608850000006,-40.13492697857142,21.600122652941188,1.383338947213763e-50,8.084118182406373e-51
455,-17628.93679918,0.00002393,19.340280,20.050892,18.971678,89.845889,90.095520,89.950899,7356.984758,6.909790,24.90794,24.41070,24.27698,24.531873333333333,4.39905,4.43798,4.37771,4.404913333333333,168.12315,70.56859,172.54793,257.2237,118.8757,84.4664,-29.814510500000004,0,21.627958747058816,6.857705105880589e-77,4.007586040116281e-77
4550,-17627.55523704,0.00003961,19.345335,20.115789,18.911169,90.062477,90.093335,89.896246,7359.192291,6.907718,23.45258,24.51019,23.70936,23.890710000000002,4.34396,4.33654,4.36515,4.34855,169.41309,72.52695,180.94926,262.7028,113.9880,85.1393,-29.718781125,0,0,4.236003947961003e-100,2.4754856071557604e-100
4551,-17623.99762248,0.00006408,19.346373,20.101637,18.940958,90.099711,90.107437,90.149442,7365.971488,6.901360,24.42998,24.65558,24.44854,24.511366666666664,4.34094,4.28089,4.32615,4.315993333333333,166.77557,69.46309,175.17783,262.1000,116.9381,82.1985,0,-40.141629371428586,21.604578388235307,7.272139229927359e-160,4.249777908158758e-160
4552,-17628.93048027,0.00000612,19.358852,20.089293,18.926740,90.060262,90.097685,89.915806,7360.693052,6.906309,25.49743,23.88279,23.33968,24.239966666666664,4.40260,4.36044,4.37661,4.379883333333333,167.72198,71.66088,177.44463,255.6595,112.8722,83.0562,-29.73779609999999,-40.13251343571428,21.608866676470587,5.370636879821698e-77,3.138555690831695e-77
4553,-17627.66878933,0.00004684,19.338076,20.094958,18.917351,89.971843,89.822751,89.834493,7351.174630,6.915252,24.50930,24.49415,26.11324,25.03889666666667,4.38996,4.35002,4.37318,4.371053333333333,164.78901,70.92389,176.27405,257.2842,113.7965,82.0579,0,-40.128749571428564,21.628665664705892,3.424134927602034e-98,2.0010360789012657e-98
4554,-17629.66612505,0.00007664,19.320072,20.093079,18.928763,90.015990,90.068190,89.904924,7348.124930,6.918122,24.68145,23.55050,23.49265,23.908199999999997,4.40948,4.40133,4.41074,4.407183333333333,170.96737,71.91973,178.93154,262.6575,115.4703,85.4153,-29.738112725000008,0,21.604578388235307,1.2255024142360334e-64,7.161734562207414e-65
4555,-17629.11671554,0.00000657,19.330509,20.111358,18.913657,90.037419,89.778433,90.070885,7352.863749,6.913663,24.44412,24.27876,24.15038,24.29108666666667,4.41084,4.40274,4.39319,4.402256666666666,167.73487,71.57181,176.24524,260.6279,117.0823,84.8131,-29.83057017500001,-40.12205255000001,0,7.221719680403546e-74,4.220313141199427e-74
4556,-17627.22292147,0.00003040,19.300130,20.084935,18.962467,90.201089,90.007966,90.001317,7350.600541,6.915792,25.06053,24.06502,24.05750,24.394350000000003,4.35890,4.36877,4.36153,4.363066666666667,167.37527,71.59131,180.39668,261.3961,111.3861,83.8873,-29.761186449999997,0,21.6287801735294,1.1073897220171896e-105,6.471493775838681e-106
4557,-17628.90729314,0.00007173,19.293269,20.134772,18.922461,89.767205,90.129118,89.931397,7350.640225,6.915754,23.65686,23.50675,23.86814,23.67725,4.38494,4.36129,4.38490,4.377043333333334,171.18921,71.82165,176.47362,262.5850,117.8737,86.4842,0,-40.127633442857146,0,2.190277541123434e-77,1.2799800461322622e-77
4558,-17628.13663693,0.00000054,19.325332,20.105736,18.935276,90.124924,90.103573,89.922690,7357.265655,6.909527,23.65237,24.58084,25.26442,24.49921,4.38449,4.36524,4.40069,4.383473333333334,162.93381,70.29559,176.62558,258.1883,112.3675,83.3552,-29.736264625000008,-40.13079202142858,21.615136650000004,2.477676669884709e-90,1.4479337155569798e-90
4559,-17628.00032230,0.00008088,19.330087,20.105752,18.912032,90.023828,90.033718,90.035580,7350.080837,6.916281,24.14459,24.86773,23.64663,24.21965,4.41884,4.38830,4.43666,4.4146,168.82568,70.53687,177.55672,261.8575,113.5471,82.7454,0,-40.12894286428572,21.605962208823527,1.270748588705997e-92,7.426149456658037e-93
456,-17626.45211319,0.00005429,19.333701,20.123552,18.919990,90.033479,89.918638,90.137618,7361.033300,6.905990,24.50228,24.22227,23.76671,24.163753333333332,4.37838,4.37939,4.34847,4.368746666666667,169.24641,71.83615,180.00206,263.9554,115.8393,83.7013,-29.706827875000005,-40.128749571428564,21.628665664705892,1.2453496595174657e-118,7.277720219065749e-119
4560,-17622.52592848,0.00005731,19.304031,20.114605,18.955098,89.935521,90.161638,89.826477,7360.063535,6.906900,23.77283,23.79151,23.72098,23.761773333333334,4.36436,4.35182,4.39694,4.37104,168.46464,69.58839,178.77484,263.6954,113.4304,83.1911,-29.773990700000002,-40.13022194285714,21.593363985294133,1.3749633735263985e-184,8.035172023787414e-185
4561,-17628.28824789,0.00000096,19.304545,20.079951,18.956619,90.031509,90.074040,90.176506,7348.193812,6.918057,23.56330,24.21405,23.22070,23.666016666666668,4.37776,4.38520,4.36639,4.376449999999999,171.31460,73.36814,183.84603,268.6312,118.3604,86.3917,-29.823152125000007,0,0,8.72964656716856e-88,5.101533118963326e-88
4562,-17627.12846054,0.00000004,19.349306,20.058872,18.952361,90.077046,89.925856,89.959568,7355.875096,6.910833,23.37372,23.94311,24.23472,23.850516666666664,4.36834,4.39090,4.34040,4.366546666666667,168.03445,70.89305,173.17948,257.9235,117.7004,83.8181,-29.814510500000004,-40.14250949285716,21.627958747058816,2.8669934922303995e-107,1.6754472406102964e-107
4563,-17624.50118074,0.00000006,19.334949,20.102685,18.938845,89.984782,90.013228,90.185326,7361.194486,6.905839,23.29322,23.25312,23.53785,23.361396666666668,4.29760,4.33535,4.32376,4.318903333333334,170.45596,71.53917,175.70942,260.5864,117.0992,85.9839,-29.876019125000006,-40.09985008571428,21.624139829411774,2.09444341247475e-151,1.2239753754429622e-151
4564,-17628.41650867,0.00014169,19.321073,20.120976,18.933400,89.943509,90.066511,89.856070,7360.495053,6.906495,24.96286,25.42535,24.68926,25.025823333333335,4.38621,4.32105,4.34829,4.35185,161.64717,68.51410,166.58166,255.0177,116.0623,81.4631,-29.744980275000007,0,21.602392688235312,1.2464731597438768e-85,7.28428586129433e-86
